From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
Q5F9X3	Q5F9X3	unreviewed	Q5F9X3_NEIG1	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF NGO_0263	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	514	amidophosphoribosyltransferase activity [GO:0004044]; magnesium ion binding [GO:0000287]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]; purine nucleobase biosynthetic process [GO:0009113]
Q5F723	Q5F723	unreviewed	Q5F723_NEIG1	Transcriptional regulator	NGO_1366	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	210	DNA binding [GO:0003677]
Q5F9N3	Q5F9N3	unreviewed	Q5F9N3_NEIG1	Uroporphyrin-III methyltransferase	NGO_0360	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	444	membrane [GO:0016020]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]
Q5F9R3	Q5F9R3	unreviewed	Q5F9R3_NEIG1	Thioredoxin peroxidase	NGO_0328	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	146	peroxidase activity [GO:0004601]
A0A0H4ISX1	A0A0H4ISX1	unreviewed	A0A0H4ISX1_NEIG1	Phage associated protein	NGO_05940 NGO_06090 NGO_06650	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	119	
Q5F8B1	Q5F8B1	unreviewed	Q5F8B1_NEIG1	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK NGO_0875	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	378	5-(carboxyamino)imidazole ribonucleotide synthase activity [GO:0034028]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]; 'de novo' IMP biosynthetic process [GO:0006189]
Q5F5M6	Q5F5M6	unreviewed	Q5F5M6_NEIG1	Transcription accessory protein	NGO_1895	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	757	nucleic acid binding [GO:0003676]; nucleobase-containing compound metabolic process [GO:0006139]
Q5F800	Q5F800	unreviewed	Q5F800_NEIG1	Phage associated protein	NGO_1004	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	119	
Q5F693	Q5F693	unreviewed	Q5F693_NEIG1	Type II secretion system protein F	NGO_1669	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	410	plasma membrane [GO:0005886]; protein secretion [GO:0009306]
Q5F9F7	Q5F9F7	unreviewed	Q5F9F7_NEIG1	Outer-membrane lipoprotein LolB	NGO_0439	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	193	cell outer membrane [GO:0009279]; protein transport [GO:0015031]
Q5F6A1	Q5F6A1	reviewed	YCIB_NEIG1	Inner membrane-spanning protein YciB	yciB NGO1659	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	176	plasma membrane [GO:0005886]
A0A0H4ISQ6	A0A0H4ISQ6	unreviewed	A0A0H4ISQ6_NEIG1	Baseplate protein	NGO_03845	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	105	
Q5F5F1	Q5F5F1	unreviewed	Q5F5F1_NEIG1	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	NGO_1977	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	193	5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]
Q5FAC2	Q5FAC2	reviewed	TSAD_NEIG1	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD gcp NGO0104	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	354	cytoplasm [GO:0005737]; iron ion binding [GO:0005506]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]; tRNA threonylcarbamoyladenosine modification [GO:0002949]
Q5F6R6	Q5F6R6	reviewed	BIOF_NEIG1	Putative 8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (8-amino-7-ketopelargonate synthase)	bioF NGO1483	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	380	8-amino-7-oxononanoate synthase activity [GO:0008710]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102]
Q5F7D6	Q5F7D6	reviewed	HIS7_NEIG1	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	hisB NGO1242	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	303	cytoplasm [GO:0005737]; imidazoleglycerol-phosphate dehydratase activity [GO:0004424]; histidine biosynthetic process [GO:0000105]
Q5F8T5	Q5F8T5	unreviewed	Q5F8T5_NEIG1	Restriction endonuclease NlaIV	NGO_0675	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	243	type II site-specific deoxyribonuclease activity [GO:0009036]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]
Q5F6X6	Q5F6X6	reviewed	NQRE_NEIG1	Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) (EC 7.2.1.1) (NQR complex subunit E) (NQR-1 subunit E)	nqrE NGO1417	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	197	Gram-negative-bacterium-type cell wall [GO:0009276]; plasma membrane [GO:0005886]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; respiratory electron transport chain [GO:0022904]; sodium ion transport [GO:0006814]
A0A0H4ISS7	A0A0H4ISS7	unreviewed	A0A0H4ISS7_NEIG1	Transposase	NGO_04640	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	152	sequence-specific DNA binding [GO:0043565]
Q5F867	Q5F867	unreviewed	Q5F867_NEIG1	Uncharacterized protein	NGO_0924	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	69	
Q5F890	Q5F890	unreviewed	Q5F890_NEIG1	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA NGO_0899	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	158	DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; translation elongation factor activity [GO:0003746]; regulation of DNA-templated transcription elongation [GO:0032784]
Q5F6S2	Q5F6S2	unreviewed	Q5F6S2_NEIG1	Roadblock/LAMTOR2 domain-containing protein	NGO_1475	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	119	guanyl-nucleotide exchange factor activity [GO:0005085]; molecular adaptor activity [GO:0060090]; positive regulation of TOR signaling [GO:0032008]
Q5F8B8	Q5F8B8	unreviewed	Q5F8B8_NEIG1	Membrane protein	NGO_0868	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	263	aspartic-type endopeptidase activity [GO:0004190]
Q5F8Y3	Q5F8Y3	unreviewed	Q5F8Y3_NEIG1	Murein transglycosylase	NGO_0626	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	363	
Q5F5H2	Q5F5H2	unreviewed	Q5F5H2_NEIG1	Major facilitator transporter	NGO_1954	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	485	plasma membrane [GO:0005886]; peptide transmembrane transporter activity [GO:1904680]; oligopeptide transport [GO:0006857]
Q5F615	Q5F615	unreviewed	Q5F615_NEIG1	NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	nuoA NGO_1751	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	118	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; cellular response to iron ion [GO:0071281]
Q5F581	Q5F581	unreviewed	Q5F581_NEIG1	peptidoglycan lytic exotransglycosylase (EC 4.2.2.n1) (Murein hydrolase A)	NGO_2048	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	441	outer membrane [GO:0019867]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; lyase activity [GO:0016829]; cell wall organization [GO:0071555]; peptidoglycan turnover [GO:0009254]
Q5F8B3	Q5F8B3	unreviewed	Q5F8B3_NEIG1	Cytosine-specific methyltransferase (EC 2.1.1.37)	NGO_0873	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	312	DNA (cytosine-5-)-methyltransferase activity [GO:0003886]; DNA restriction-modification system [GO:0009307]
Q5F8G7	Q5F8G7	unreviewed	Q5F8G7_NEIG1	precorrin-2 dehydrogenase (EC 1.3.1.76)	NGO_0806	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	360	ferrochelatase activity [GO:0004325]; GTP binding [GO:0005525]; precorrin-2 dehydrogenase activity [GO:0043115]; transferase activity [GO:0016740]; siroheme biosynthetic process [GO:0019354]
Q5F6E4	Q5F6E4	unreviewed	Q5F6E4_NEIG1	Phage associated protein	NGO_1615	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	315	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
A0A0H4IVP0	A0A0H4IVP0	unreviewed	A0A0H4IVP0_NEIG1	Phage associated protein	NGO_11685	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	96	
Q5F9L1	Q5F9L1	unreviewed	Q5F9L1_NEIG1	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH NGO_0382	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	655	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]
Q5F9W0	Q5F9W0	unreviewed	Q5F9W0_NEIG1	Outer membrane protein assembly factor BamD	bamD NGO_0277	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	267	cell outer membrane [GO:0009279]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205]
Q5F7G5	Q5F7G5	unreviewed	Q5F7G5_NEIG1	Long-chain fatty acid--CoA ligase (EC 6.2.1.3)	NGO_1213	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	556	long-chain fatty acid-CoA ligase activity [GO:0004467]
Q5F7L9	Q5F7L9	unreviewed	Q5F7L9_NEIG1	Uncharacterized protein	NGO_1151	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	83	
Q5F945	Q5F945	unreviewed	Q5F945_NEIG1	Lipid/polyisoprenoid-binding YceI-like domain-containing protein	NGO_0558	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	186	
Q5F7V2	Q5F7V2	unreviewed	Q5F7V2_NEIG1	Selenoprotein	NGO_1065	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	64	
Q5F5L7	Q5F5L7	unreviewed	Q5F5L7_NEIG1	RNA-binding protein	NGO_1906	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	135	
Q5FAD0	Q5FAD0	unreviewed	Q5FAD0_NEIG1	Pilus assembly protein PilO	NGO_0096	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	215	membrane [GO:0016020]; type IV pilus assembly [GO:0043683]; type IV pilus-dependent motility [GO:0043107]
Q5F9U4	Q5F9U4	reviewed	SYT_NEIG1	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS NGO0295	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	637	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]; threonyl-tRNA aminoacylation [GO:0006435]
Q5F558	Q5F558	unreviewed	Q5F558_NEIG1	ABC transporter permease	NGO_2078	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	513	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
Q5FA53	Q5FA53	unreviewed	Q5FA53_NEIG1	Membrane protein	NGO_0179	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	117	membrane [GO:0016020]
Q5F6A3	Q5F6A3	unreviewed	Q5F6A3_NEIG1	BolA family transcriptional regulator	NGO_1657	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	92	
Q5F7N8	Q5F7N8	unreviewed	Q5F7N8_NEIG1	AlpA family phage regulatory protein	NGO_1132	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	64	
A0A0H4IWE9	A0A0H4IWE9	unreviewed	A0A0H4IWE9_NEIG1	Uncharacterized protein	NGO_08465	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	86	
Q5F8I2	Q5F8I2	reviewed	Y791_NEIG1	UPF0250 protein NGO0791	NGO0791	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	91	
