From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
C0NE74	C0NE74	unreviewed	C0NE74_AJECG	25S rRNA adenine-N(1) methyltransferase (EC 2.1.1.-)	HCBG_02167	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	344	nucleolus [GO:0005730]; rRNA (adenine) methyltransferase activity [GO:0016433]
C0NZW8	C0NZW8	unreviewed	C0NZW8_AJECG	Medium-chain fatty acid ethyl ester synthase/esterase	HCBG_08698	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	503	
C0NBZ1	C0NBZ1	unreviewed	C0NBZ1_AJECG	Nuclear protein localization protein 4	HCBG_00637	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	659	endoplasmic reticulum membrane [GO:0005789]; nuclear membrane [GO:0031965]; perinuclear region of cytoplasm [GO:0048471]; mRNA transport [GO:0051028]; protein transport [GO:0015031]; ubiquitin-dependent protein catabolic process [GO:0006511]
C0NPR8	C0NPR8	unreviewed	C0NPR8_AJECG	DUF1212 domain-containing protein	HCBG_05148	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	866	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
C0NXU9	C0NXU9	unreviewed	C0NXU9_AJECG	Choline dehydrogenase	HCBG_07743	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	568	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]
C0NRB2	C0NRB2	unreviewed	C0NRB2_AJECG	Uncharacterized protein	HCBG_05542	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	83	
C0NJ51	C0NJ51	unreviewed	C0NJ51_AJECG	Asparagine synthase	HCBG_03181	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	709	asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; asparagine biosynthetic process [GO:0006529]; glutamine metabolic process [GO:0006541]
C0NR25	C0NR25	unreviewed	C0NR25_AJECG	C6 finger domain transcription factor nscR (Neosartiricin B biosynthesis protein R)	HCBG_05455	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1347	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
C0NBY2	C0NBY2	unreviewed	C0NBY2_AJECG	Uncharacterized protein	HCBG_00628	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	101	
P40911	P40911	reviewed	EF1A_AJECG	Elongation factor 1-alpha (EF-1-alpha)	TEF HCBG_06718	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	460	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]
C0NYZ2	C0NYZ2	unreviewed	C0NYZ2_AJECG	BZIP transcription factor HacA	HCBG_08372	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	570	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to unfolded protein [GO:0006986]
C0NTE8	C0NTE8	unreviewed	C0NTE8_AJECG	Nitrogen metabolic regulation protein	HCBG_06428	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	383	
C0NXS9	C0NXS9	unreviewed	C0NXS9_AJECG	Eukaryotic translation initiation factor 2A (eIF-2A)	HCBG_07723	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	708	translation initiation factor activity [GO:0003743]
C0NHC1	C0NHC1	unreviewed	C0NHC1_AJECG	Aminoglycoside phosphotransferase domain-containing protein	HCBG_02743	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	281	
C0NEW9	C0NEW9	unreviewed	C0NEW9_AJECG	Uncharacterized protein	HCBG_01435	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	132	
C0NMS9	C0NMS9	unreviewed	C0NMS9_AJECG	MFS transporter	HCBG_04056	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	537	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
C0NC10	C0NC10	unreviewed	C0NC10_AJECG	Secreted protein	HCBG_00656	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	106	
C0NRD5	C0NRD5	unreviewed	C0NRD5_AJECG	Cell wall biogenesis protein Mhp1	HCBG_05565	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1212	
C0NDX2	C0NDX2	unreviewed	C0NDX2_AJECG	DUF4203 domain-containing protein	HCBG_02065	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1046	membrane [GO:0016020]
C0NLB8	C0NLB8	unreviewed	C0NLB8_AJECG	Methyltransferase type 11 domain-containing protein	HCBG_04298	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	284	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
C0NCK1	C0NCK1	unreviewed	C0NCK1_AJECG	Vacuolar sorting-associated protein	HCBG_00847	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	658	
C0NTG4	C0NTG4	unreviewed	C0NTG4_AJECG	Endoglucanase	HCBG_06444	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	412	
C0NX90	C0NX90	unreviewed	C0NX90_AJECG	Uncharacterized protein	HCBG_08082	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	123	
C0NBG9	C0NBG9	unreviewed	C0NBG9_AJECG	cutinase (EC 3.1.1.74)	HCBG_00465	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	394	extracellular region [GO:0005576]; membrane [GO:0016020]; cutinase activity [GO:0050525]
C0NHP8	C0NHP8	unreviewed	C0NHP8_AJECG	Elongation factor 3	HCBG_02870	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1113	cytoplasm [GO:0005737]; membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; translation elongation factor activity [GO:0003746]; chromatin remodeling [GO:0006338]
C0NJH2	C0NJH2	unreviewed	C0NJH2_AJECG	Uncharacterized protein	HCBG_03302	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	314	
C0NSU5	C0NSU5	unreviewed	C0NSU5_AJECG	Small ribosomal subunit protein mS37	HCBG_06225	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	101	mitochondrion [GO:0005739]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]
C0NWU1	C0NWU1	unreviewed	C0NWU1_AJECG	Arrestin	HCBG_07621	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	366	
C0NUK2	C0NUK2	unreviewed	C0NUK2_AJECG	Folylpolyglutamate synthase (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	HCBG_07033	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	525	mitochondrial inner membrane [GO:0005743]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]; one-carbon metabolic process [GO:0006730]
C0NNL4	C0NNL4	unreviewed	C0NNL4_AJECG	HEAT repeat protein	HCBG_04744	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1256	microtubule [GO:0005874]; spindle [GO:0005819]; cell cycle [GO:0007049]; cell division [GO:0051301]
C0NZ24	C0NZ24	unreviewed	C0NZ24_AJECG	Wax synthase domain-containing protein	HCBG_08404	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	447	membrane [GO:0016020]
C0NWC0	C0NWC0	unreviewed	C0NWC0_AJECG	DDT domain-containing protein	HCBG_07450	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	989	chromatin [GO:0000785]; nucleus [GO:0005634]
C0NC63	C0NC63	unreviewed	C0NC63_AJECG	Uncharacterized protein	HCBG_00709	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	157	membrane [GO:0016020]
C0NKX4	C0NKX4	unreviewed	C0NKX4_AJECG	Uncharacterized protein	HCBG_03804	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	160	
C0NAJ8	C0NAJ8	unreviewed	C0NAJ8_AJECG	Large ribosomal subunit protein mL53	HCBG_00144	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	106	mitochondrion [GO:0005739]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
C0NRT1	C0NRT1	unreviewed	C0NRT1_AJECG	Integral membrane protein	HCBG_05861	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	333	membrane [GO:0016020]
C0P1E6	C0P1E6	unreviewed	C0P1E6_AJECG	Uncharacterized protein	HCBG_09226	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	246	
C0NTM9	C0NTM9	unreviewed	C0NTM9_AJECG	dTMP kinase (EC 2.7.4.9)	HCBG_06509	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	232	ATP binding [GO:0005524]; thymidylate kinase activity [GO:0004798]; dTDP biosynthetic process [GO:0006233]; phosphorylation [GO:0016310]
C0NA49	C0NA49	unreviewed	C0NA49_AJECG	Aminoglycoside phosphotransferase domain-containing protein	HCBG_01208	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	289	
C0NLI8	C0NLI8	unreviewed	C0NLI8_AJECG	Helicase	HCBG_04368	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	732	ATP hydrolysis activity [GO:0016887]; helicase activity [GO:0004386]
C0NX75	C0NX75	unreviewed	C0NX75_AJECG	Uncharacterized protein	HCBG_08067	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	225	
C0NGK7	C0NGK7	unreviewed	C0NGK7_AJECG	Uncharacterized protein	HCBG_02479	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	201	
C0NFN2	C0NFN2	unreviewed	C0NFN2_AJECG	Uncharacterized protein	HCBG_01698	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	148	
C0NP77	C0NP77	unreviewed	C0NP77_AJECG	Uridine kinase	HCBG_04957	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	367	ATP binding [GO:0005524]; kinase activity [GO:0016301]; phosphorylation [GO:0016310]
C0NG99	C0NG99	unreviewed	C0NG99_AJECG	Transcription initiation factor iif	HCBG_01915	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	387	transcription factor TFIIF complex [GO:0005674]; DNA binding [GO:0003677]; transcription initiation at RNA polymerase II promoter [GO:0006367]
C0NLF8	C0NLF8	unreviewed	C0NLF8_AJECG	Uncharacterized protein	HCBG_04338	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	195	
C0NFD2	C0NFD2	unreviewed	C0NFD2_AJECG	Uncharacterized protein	HCBG_01598	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	147	
C0NEE6	C0NEE6	unreviewed	C0NEE6_AJECG	Vacuolar protein sorting-associated protein 28 (ESCRT-I complex subunit VPS28)	HCBG_01262	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	238	ESCRT I complex [GO:0000813]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]
C0NUV9	C0NUV9	unreviewed	C0NUV9_AJECG	Transcription initiation protein	HCBG_06723	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	352	TBP-class protein binding [GO:0017025]; transcription preinitiation complex assembly [GO:0070897]
C0NNZ5	C0NNZ5	unreviewed	C0NNZ5_AJECG	Zn(2)-C6 fungal-type domain-containing protein	HCBG_04875	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	701	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
C0NEI6	C0NEI6	unreviewed	C0NEI6_AJECG	Octanoyltransferase (EC 2.3.1.181)	HCBG_01302	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	305	lipoyl(octanoyl) transferase activity [GO:0033819]; protein modification process [GO:0036211]
C0NJ22	C0NJ22	unreviewed	C0NJ22_AJECG	Btz domain-containing protein	HCBG_03152	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	708	cytoplasm [GO:0005737]; exon-exon junction complex [GO:0035145]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]
C0NSA2	C0NSA2	unreviewed	C0NSA2_AJECG	Uncharacterized protein	HCBG_06032	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	198	
C0NS26	C0NS26	unreviewed	C0NS26_AJECG	Autophagy-related protein 13	HCBG_05956	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	327	Atg1/ULK1 kinase complex [GO:1990316]; phagophore assembly site [GO:0000407]; autophagosome assembly [GO:0000045]
C0NG96	C0NG96	unreviewed	C0NG96_AJECG	Uncharacterized protein	HCBG_01912	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	130	
C0NV62	C0NV62	unreviewed	C0NV62_AJECG	Oxa1 multicopy suppressor	HCBG_06826	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	396	membrane [GO:0016020]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
C0NAB1	C0NAB1	unreviewed	C0NAB1_AJECG	26S protease regulatory subunit	HCBG_00057	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	392	proteasome regulatory particle, base subcomplex [GO:0008540]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]
C0NL54	C0NL54	unreviewed	C0NL54_AJECG	Uncharacterized protein	HCBG_03884	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	137	membrane [GO:0016020]
C0NKB1	C0NKB1	unreviewed	C0NKB1_AJECG	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein	HCBG_03591	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	425	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]
C0NJX2	C0NJX2	unreviewed	C0NJX2_AJECG	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	HCBG_03452 HCBG_03502	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	669	acetate-CoA ligase activity [GO:0003987]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; acetyl-CoA biosynthetic process from acetate [GO:0019427]
C0NDU9	C0NDU9	unreviewed	C0NDU9_AJECG	Major facilitator superfamily (MFS) profile domain-containing protein	HCBG_02042	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	592	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
C0NG47	C0NG47	unreviewed	C0NG47_AJECG	Small nuclear ribonucleoprotein G (snRNP-G)	HCBG_01863	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	78	spliceosomal complex [GO:0005681]; RNA binding [GO:0003723]; spliceosomal snRNP assembly [GO:0000387]; tRNA processing [GO:0008033]
C0NA62	C0NA62	unreviewed	C0NA62_AJECG	Serine kinase	HCBG_00008	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	378	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; phosphorylation [GO:0016310]
C0NBI0	C0NBI0	unreviewed	C0NBI0_AJECG	Uncharacterized protein	HCBG_00476	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	222	membrane [GO:0016020]
C0NJM3	C0NJM3	unreviewed	C0NJM3_AJECG	Caffeine-induced death protein Cid2	HCBG_03353	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	217	mitochondrial intermembrane space [GO:0005758]
C0NE94	C0NE94	unreviewed	C0NE94_AJECG	Cytosine deaminase-uracil phosphoribosyltransferase fusion protein	HCBG_02187	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	128	glycosyltransferase activity [GO:0016757]
C0NFI1	C0NFI1	unreviewed	C0NFI1_AJECG	N-acetylglucosaminylphosphatidylinositol deacetylase (EC 3.5.1.89)	HCBG_01646	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	306	N-acetylglucosaminylphosphatidylinositol deacetylase activity [GO:0000225]
C0NXL5	C0NXL5	unreviewed	C0NXL5_AJECG	Sulfatase domain-containing protein	HCBG_08207	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	862	membrane [GO:0016020]; sulfuric ester hydrolase activity [GO:0008484]
C0NUA5	C0NUA5	unreviewed	C0NUA5_AJECG	Erythromycin esterase	HCBG_06936	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	589	
C0NBZ7	C0NBZ7	unreviewed	C0NBZ7_AJECG	F-actin-capping protein subunit beta	HCBG_00643	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	268	cytoplasm [GO:0005737]; F-actin capping protein complex [GO:0008290]; actin binding [GO:0003779]; actin cytoskeleton organization [GO:0030036]; barbed-end actin filament capping [GO:0051016]
C0NKI6	C0NKI6	unreviewed	C0NKI6_AJECG	U6 snRNA-associated Sm-like protein LSm8	LSM8 HCBG_03666	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	98	spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]; tRNA processing [GO:0008033]
C0NKQ2	C0NKQ2	unreviewed	C0NKQ2_AJECG	Uncharacterized protein	HCBG_03732	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	146	
C0NTK5	C0NTK5	unreviewed	C0NTK5_AJECG	Uncharacterized protein	HCBG_06485	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	826	
C0NU63	C0NU63	unreviewed	C0NU63_AJECG	Mediator complex subunit 15 KIX domain-containing protein	HCBG_06894	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1600	nucleus [GO:0005634]; transcription coregulator activity [GO:0003712]
