From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
I6XW93	I6XW93	unreviewed	I6XW93_MYCTU	Nuclear transport factor 2 family protein	Rv0762c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	181	
P9WMP1	P9WMP1	reviewed	CGOX_MYCTU	Coproporphyrinogen III oxidase (EC 1.3.3.15)	cgoX hemY Rv2677c MTV010.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	452	cytoplasm [GO:0005737]; oxidoreductase activity [GO:0016491]; oxygen-dependent protoporphyrinogen oxidase activity [GO:0004729]; heme biosynthetic process [GO:0006783]
O53530	O53530	unreviewed	O53530_MYCTU	DUF3145 domain-containing protein	Rv2256c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	177	
O05461	O05461	reviewed	MYCP1_MYCTU	Mycosin-1 (EC 3.4.21.-) (MycP1 protease)	mycP1 Rv3883c LH57_21150	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	446	cell surface [GO:0009986]; membrane [GO:0016020]; plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; modulation by symbiont of host process [GO:0044003]; protein processing [GO:0016485]; proteolysis [GO:0006508]; regulation of secretion [GO:0051046]
O07423	O07423	unreviewed	O07423_MYCTU	Possible lipoprotein LprO	lprO Rv0179c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	369	
O06593	O06593	unreviewed	O06593_MYCTU	Methyltransferase type 11 domain-containing protein	Rv1597	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	252	cytosol [GO:0005829]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
Q6MWV6	Q6MWV6	unreviewed	Q6MWV6_MYCTU	PE-PGRS family protein PE_PGRS59	PE_PGRS59 Rv3595c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	439	
O06618	O06618	unreviewed	O06618_MYCTU	HNH endonuclease	Rv1572c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	34	
Q79G13	Q79G13	unreviewed	Q79G13_MYCTU	Glucanase (EC 3.2.1.-)	celA1 cel6 celA Rv0062	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	380	extracellular region [GO:0005576]; membrane [GO:0016020]; cellulase activity [GO:0008810]; cellulose catabolic process [GO:0030245]
O53732	O53732	reviewed	UFAA1_MYCTU	Tuberculostearic acid methyltransferase UfaA1 (TSA methyltransferase) (EC 2.1.1.-)	ufaA1 Rv0447c RVBD_0447c LH57_02385 P425_00460	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	427	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; cell wall organization [GO:0071555]; fatty acid biosynthetic process [GO:0006633]; methylation [GO:0032259]
L7N658	L7N658	unreviewed	L7N658_MYCTU	DUF4143 domain-containing protein	Rv3294c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	269	
P9WMZ1	P9WMZ1	reviewed	GLGM_MYCTU	Alpha-maltose-1-phosphate synthase (M1P synthase) (EC 2.4.1.342) (ADP-alpha-D-glucose:alpha-D-glucose-1-phosphate 4-alpha-D-glucosyltransferase) (M1P-producing glucosyltransferase)	glgM glgA Rv1212c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	387	glycosyltransferase activity [GO:0016757]; capsule polysaccharide biosynthetic process [GO:0045227]; glucan biosynthetic process [GO:0009250]; glycogen biosynthetic process [GO:0005978]
O33316	O33316	unreviewed	O33316_MYCTU	Uncharacterized protein	Rv2774c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	134	
I6XFA9	I6XFA9	unreviewed	I6XFA9_MYCTU	Probable acyl-CoA dehydrogenase FadE21	fadE21 Rv2789c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	410	cytoplasm [GO:0005737]; acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]
P9WJZ1	P9WJZ1	reviewed	Y3030_MYCTU	Probable S-adenosylmethionine-dependent methyltransferase Rv3030 (EC 2.1.1.-)	Rv3030	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	274	cytosol [GO:0005829]; plasma membrane [GO:0005886]; methyltransferase activity [GO:0008168]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]
O50462	O50462	reviewed	RELB_MYCTU	Antitoxin RelB	relB relB1 Rv1247c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	89	DNA binding [GO:0003677]; toxin sequestering activity [GO:0097351]; positive regulation of growth [GO:0045927]
P9WF77	P9WF77	reviewed	VPC30_MYCTU	Ribonuclease VapC30 (RNase VapC30) (EC 3.1.-.-) (Toxin VapC30)	vapC30 Rv0624 MTCY20H10.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	131	magnesium ion binding [GO:0000287]; RNA nuclease activity [GO:0004540]; negative regulation of growth [GO:0045926]
O33283	O33283	reviewed	EPHG_MYCTU	Epoxide hydrolase EphG (EH) (EC 3.3.2.10) (Cholesterol-5,6-oxide hydrolase) (EC 3.3.2.11)	ephG Rv2740	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	149	plasma membrane [GO:0005886]; cholesterol-5,6-oxide hydrolase activity [GO:0033963]; epoxide hydrolase activity [GO:0004301]; epoxide metabolic process [GO:0097176]
I6X8D2	I6X8D2	reviewed	PKS13_MYCTU	Polyketide synthase Pks13 (EC 2.3.1.-)	pks13 Rv3800c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1733	cytoplasm [GO:0005737]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid synthase activity [GO:0004312]; phosphopantetheine binding [GO:0031177]; DIM/DIP cell wall layer assembly [GO:0071770]; fatty acid biosynthetic process [GO:0006633]
P9WP81	P9WP81	reviewed	FBIA_MYCTU	Phosphoenolpyruvate transferase (EC 2.7.8.28) (EPPG:FO PEP transferase)	fbiA Rv3261	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	331	LPPG:FO 2-phospho-L-lactate transferase activity [GO:0043743]; magnesium ion binding [GO:0000287]; coenzyme gamma-F420-2 biosynthetic process [GO:2001121]; F420-0 metabolic process [GO:0052645]
O53390	O53390	unreviewed	O53390_MYCTU	Probable O-acetylhomoserine sulfhydrylase MetC (Homocysteine synthase) (O-acetylhomoserine (Thiol)-lyase) (OAH sulfhydrylase) (O-acetyl-L-homoserine sulfhydrylase)	metC Rv3340	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	449	pyridoxal phosphate binding [GO:0030170]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]; methionine biosynthetic process [GO:0009086]; transsulfuration [GO:0019346]
P9WIS9	P9WIS9	reviewed	ODP1_MYCTU	Pyruvate dehydrogenase E1 component (PDH E1 component) (EC 1.2.4.1)	aceE Rv2241 MTCY427.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	930	extracellular region [GO:0005576]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; pyruvate dehydrogenase complex [GO:0045254]; magnesium ion binding [GO:0000287]; pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; glycolytic process [GO:0006096]
P9WLH7	P9WLH7	reviewed	Y2227_MYCTU	Uncharacterized protein Rv2227	Rv2227 MTCY427.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	233	
P95280	P95280	reviewed	ACD17_MYCTU	Putative acyl-CoA dehydrogenase FadE17 (EC 1.3.99.-)	fadE17 Rv1934c LH57_10525	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	409	peptidoglycan-based cell wall [GO:0009274]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]
P9WJT3	P9WJT3	reviewed	MMPS2_MYCTU	Probable transport accessory protein MmpS2	mmpS2 Rv0506 MTCY20G9.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	145	extracellular region [GO:0005576]; plasma membrane [GO:0005886]
P9WNI5	P9WNI5	reviewed	ESXP_MYCTU	ESAT-6-like protein EsxP	esxP Rv2347c MTCY98.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	98	extracellular region [GO:0005576]
P9WJU7	P9WJU7	reviewed	MMPL7_MYCTU	Phthiocerol dimycocerosate exporter MmpL7	mmpL7 Rv2942 MTCY24G1.07c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	920	plasma membrane [GO:0005886]; fatty acid transmembrane transporter activity [GO:0015245]; biological process involved in interaction with host [GO:0051701]; cell wall organization [GO:0071555]; lipid biosynthetic process [GO:0008610]; lipid transport [GO:0006869]; response to host immune response [GO:0052572]; xenobiotic transmembrane transport [GO:0006855]
O53962	O53962	unreviewed	O53962_MYCTU	Probable membrane protein	Rv1920	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	287	plasma membrane [GO:0005886]; acyltransferase activity [GO:0016746]
P9WH69	P9WH69	reviewed	RIR2H_MYCTU	R2-like ligand binding oxidase (EC 1.-.-.-) (MtR2lox) (Ribonucleotide reductase R2 subunit homolog) (Ribonucleotide reductase small subunit homolog)	nrdB Rv0233	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	314	cytosol [GO:0005829]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; manganese ion binding [GO:0030145]; oxidoreductase activity [GO:0016491]; deoxyribonucleotide biosynthetic process [GO:0009263]
O53165	O53165	reviewed	ACNR_MYCTU	HTH-type transcriptional repressor Rv1474c	Rv1474c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	187	peptidoglycan-based cell wall [GO:0009274]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]
I6Y4D2	I6Y4D2	reviewed	PEPAM_MYCTU	N-acetylmuramoyl-L-alanine amidase Rv3717 (EC 3.5.1.28) (Zinc-dependent peptidoglycan amidase)	Rv3717	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	241	outer membrane-bounded periplasmic space [GO:0030288]; metal ion binding [GO:0046872]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; cell wall macromolecule catabolic process [GO:0016998]; cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]
P9WG39	P9WG39	reviewed	ILVG_MYCTU	Acetolactate synthase large subunit IlvG (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (AHAS)	ilvG Rv1820 MTCY1A11.23c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	547	acetolactate synthase complex [GO:0005948]; acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; branched-chain amino acid biosynthetic process [GO:0009082]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]
P71905	P71905	reviewed	RNE_MYCTU	Ribonuclease E (RNase E) (EC 3.1.26.12)	rne Rv2444c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	953	cytoplasm [GO:0005737]; cytosol [GO:0005829]; peptidoglycan-based cell wall [GO:0009274]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; RNA nuclease activity [GO:0004540]; rRNA binding [GO:0019843]; mRNA processing [GO:0006397]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
Q6MX40	Q6MX40	reviewed	MAZF1_MYCTU	Probable endoribonuclease MazF1 (EC 3.1.-.-) (Probable toxin MazF1)	mazF1 mazF-mt2 Rv0456A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	93	DNA binding [GO:0003677]; RNA endonuclease activity [GO:0004521]; mRNA catabolic process [GO:0006402]; rRNA catabolic process [GO:0016075]
P9WQ61	P9WQ61	reviewed	FAA22_MYCTU	p-hydroxybenzoic acid--AMP ligase FadD22 (p-HB--AMP ligase FadD22) (EC 6.2.1.50) (p-hydroxybenzoic acid-AMP synthetase) (p-HB-AMP synthetase)	fadD22 Rv2948c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	705	acid-thiol ligase activity [GO:0016878]; ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]; Actinobacterium-type cell wall biogenesis [GO:0071766]; fatty acid biosynthetic process [GO:0006633]; glycolipid biosynthetic process [GO:0009247]; lipid biosynthetic process [GO:0008610]; phenolic phthiocerol biosynthetic process [GO:0097041]; secondary metabolite biosynthetic process [GO:0044550]
P9WPB1	P9WPB1	reviewed	MMAA1_MYCTU	Mycolic acid methyltransferase MmaA1 (EC 2.1.1.-) (S-adenosylmethionine-dependent methyltransferase) (AdoMet-MT) (SAM-MT)	mmaA1 mma1 Rv0645c MTCY20H10.26c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	286	cis-trans isomerase activity [GO:0016859]; methyltransferase activity [GO:0008168]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; lipid biosynthetic process [GO:0008610]; methylation [GO:0032259]; mycolic acid biosynthetic process [GO:0071768]
P96857	P96857	unreviewed	P96857_MYCTU	Transcriptional regulatory protein (Probably LacI-family)	Rv3575c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	359	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]
P95006	P95006	reviewed	VPB19_MYCTU	Putative antitoxin VapB19	vapB19 Rv2547	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	85	positive regulation of growth [GO:0045927]; regulation of DNA-templated transcription [GO:0006355]
O06800	O06800	unreviewed	O06800_MYCTU	Conserved protein	Rv1767	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	119	oxidoreductase activity [GO:0016491]; peroxiredoxin activity [GO:0051920]
P0CH91	P0CH91	reviewed	MMAA3_MYCTU	Methoxy mycolic acid synthase MmaA3 (EC 2.1.1.-) (Mycolic acid methyltransferase) (MA-MT) (S-adenosylmethionine-dependent methyltransferase) (AdoMet-MT) (SAM-MT)	mmaA3 mma3 Rv0643c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	293	plasma membrane [GO:0005886]; O-methyltransferase activity [GO:0008171]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]; mycolic acid biosynthetic process [GO:0071768]
I6X9D2	I6X9D2	unreviewed	I6X9D2_MYCTU	Mce-family related protein	Rv0590A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	84	
P9WHH1	P9WHH1	reviewed	TRXB_MYCTU	Thioredoxin reductase (TR) (TRXR) (EC 1.8.1.9)	trxB trxB2 trxR Rv3913 MTV028.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	335	cytosol [GO:0005829]; flavin adenine dinucleotide binding [GO:0050660]; NADPH binding [GO:0070402]; protein-disulfide reductase activity [GO:0015035]; thioredoxin-disulfide reductase (NADP) activity [GO:0004791]; cell redox homeostasis [GO:0045454]; removal of superoxide radicals [GO:0019430]; response to hypoxia [GO:0001666]
P9WG13	P9WG13	reviewed	MODB_MYCTU	Molybdenum transport system permease protein ModB	modB Rv1858 MTCY359.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	264	plasma membrane [GO:0005886]; molybdate ion transmembrane transporter activity [GO:0015098]
P9WFN7	P9WFN7	reviewed	Y1085_MYCTU	UPF0073 membrane protein Rv1085c	Rv1085c MTV017.38c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	242	plasma membrane [GO:0005886]; pore-forming activity [GO:0140911]
P95152	P95152	unreviewed	P95152_MYCTU	Probable conserved integral membrane protein	Rv1863c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	256	membrane [GO:0016020]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]
P9WIY9	P9WIY9	reviewed	Y1063_MYCTU	Uncharacterized NTE family protein Rv1063c	Rv1063c MTV017.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	360	lysophospholipase activity [GO:0004622]; lipid catabolic process [GO:0016042]; phosphatidylcholine metabolic process [GO:0046470]
I6YGX2	I6YGX2	unreviewed	I6YGX2_MYCTU	peptidoglycan glycosyltransferase (EC 2.4.1.129)	ponA2 Rv3682	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	810	cellular anatomical entity [GO:0110165]; carboxypeptidase activity [GO:0004180]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]
I6XHI0	I6XHI0	reviewed	CHSH1_MYCTU	3-oxo-4,17-pregnadiene-20-carboxyl-CoA hydratase beta subunit (EC 4.2.1.-) (Enoyl-CoA hydratase beta subunit)	chsH1 Rv3541c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	129	lyase activity [GO:0016829]; cholesterol catabolic process [GO:0006707]
L7N6B1	L7N6B1	unreviewed	L7N6B1_MYCTU	Conserved protein	Rv1322A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	152	methylmalonyl-CoA epimerase activity [GO:0004493]; L-methylmalonyl-CoA metabolic process [GO:0046491]
P71805	P71805	unreviewed	P71805_MYCTU	Transferase	Rv1377c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	212	methyltransferase activity [GO:0008168]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
P9WJT5	P9WJT5	reviewed	MMPS1_MYCTU	Probable transport accessory protein MmpS1	mmpS1 Rv0403c MTCY04D9.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	142	extracellular region [GO:0005576]; plasma membrane [GO:0005886]
I6WZ26	I6WZ26	unreviewed	I6WZ26_MYCTU	PaaX domain-containing protein, C-domain protein	Rv0674	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	240	DNA-templated transcription [GO:0006351]
P96819	P96819	unreviewed	P96819_MYCTU	DNA glycosylase	Rv0142	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	308	cytoplasm [GO:0005737]; peptidoglycan-based cell wall [GO:0009274]; protein-DNA complex [GO:0032993]; alkylated DNA binding [GO:0032131]; DNA-3-methyladenine glycosylase activity [GO:0008725]; DNA-7-methylguanine glycosylase activity [GO:0043916]; base-excision repair, AP site formation [GO:0006285]; DNA dealkylation involved in DNA repair [GO:0006307]
O53322	O53322	unreviewed	O53322_MYCTU	SnoaL-like domain-containing protein	Rv3172c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	160	
P9WIW7	P9WIW7	reviewed	NUOA_MYCTU	NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	nuoA Rv3145 MTCY03A2.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	128	NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]
O33179	O33179	unreviewed	O33179_MYCTU	Possible transcriptional regulatory protein	Rv1776c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	186	plasma membrane [GO:0005886]; DNA binding [GO:0003677]
P9WI73	P9WI73	reviewed	PKNG_MYCTU	Serine/threonine-protein kinase PknG (EC 2.7.11.1)	pknG Rv0410c MTCY22G10.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	750	cytosol [GO:0005829]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; glutamate catabolic process [GO:0006538]; glutamine catabolic process [GO:0006543]; induction by symbiont of defense-related host reactive oxygen species production [GO:0052064]; mitigation of host defenses by symbiont [GO:0030682]; perturbation of host signal transduction pathway [GO:0052027]; protein autophosphorylation [GO:0046777]; response to antibiotic [GO:0046677]; suppression of host innate immune response [GO:0052170]
O06350	O06350	reviewed	LIPF_MYCTU	Carboxylesterase/phospholipase LipF (EC 3.1.1.1) (EC 3.1.4.3)	lipF Rv3487c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	373	extracellular region [GO:0005576]; carboxylesterase activity [GO:0106435]; phosphatidylcholine phospholipase C activity [GO:0034480]; phospholipase C activity [GO:0004629]; triglyceride lipase activity [GO:0004806]; biological process involved in interaction with host [GO:0051701]; response to host immune response [GO:0052572]
P9WMJ3	P9WMJ3	reviewed	VIRS_MYCTU	HTH-type transcriptional regulator VirS (Virulence-regulating protein VirS)	virS Rv3082c MTV013.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	340	cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; cellular response to acidic pH [GO:0071468]; positive regulation of DNA-templated transcription [GO:0045893]
O53503	O53503	unreviewed	O53503_MYCTU	Probable conserved transmembrane protein	Rv2169c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	134	membrane [GO:0016020]
O53604	O53604	reviewed	DART_MYCTU	DNA ADP-ribosyl transferase (DarT) (EC 2.4.2.-) (Toxin DarT)	darT Rv0059	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	230	DNA binding [GO:0003677]; glycosyltransferase activity [GO:0016757]; nucleotidyltransferase activity [GO:0016779]
O33329	O33329	unreviewed	O33329_MYCTU	Conserved hypothetical alanine rich protein	Rv2787	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	587	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; peptidoglycan-based cell wall [GO:0009274]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; negative regulation of cell division [GO:0051782]
O53431	O53431	unreviewed	O53431_MYCTU	Transmembrane protein	Rv1083	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	88	membrane [GO:0016020]
O53915	O53915	unreviewed	O53915_MYCTU	Probable second part of macrolide-transport ATP-binding protein ABC transporter	Rv1667c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	217	ATP binding [GO:0005524]
P9WJI7	P9WJI7	reviewed	PNCB2_MYCTU	Nicotinate phosphoribosyltransferase pncB2 (NAPRTase pncB2) (EC 6.3.4.21)	pncB2 Rv0573c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	463	cytosol [GO:0005829]; plasma membrane [GO:0005886]; nicotinamide phosphoribosyltransferase activity [GO:0047280]; nicotinate phosphoribosyltransferase activity [GO:0004516]; NAD biosynthetic process [GO:0009435]; NAD salvage [GO:0034355]; response to host [GO:0075136]; response to hypoxia [GO:0001666]
P71837	P71837	unreviewed	P71837_MYCTU	Deacetylase	Rv0784	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	228	carbohydrate metabolic process [GO:0005975]
I6WZ30	I6WZ30	unreviewed	I6WZ30_MYCTU	Conserved threonine rich protein	Rv0679c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	165	
O53707	O53707	unreviewed	O53707_MYCTU	Carbon monoxide dehydrogenase	Rv0372c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	251	
O07411	O07411	unreviewed	O07411_MYCTU	Probable fatty-acid-CoA ligase FadD5 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase)	fadD5 Rv0166	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	554	CoA-ligase activity [GO:0016405]
L7N673	L7N673	unreviewed	L7N673_MYCTU	Phage shock protein A (IM30)	Rv1638A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	85	
