From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
P56456	P56456	reviewed	SYI_HELPY	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS HP_1422	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	920	cytosol [GO:0005829]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; isoleucyl-tRNA aminoacylation [GO:0006428]
O25357	O25357	unreviewed	O25357_HELPY	Poly(A) polymerase (PapS)	HP_0640	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	402	nucleotidyltransferase activity [GO:0016779]; tRNA binding [GO:0000049]; RNA 3'-end processing [GO:0031123]; tRNA processing [GO:0008033]
P55975	P55975	reviewed	EFTS_HELPY	Elongation factor Ts (EF-Ts)	tsf HP_1555	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	355	cytoplasm [GO:0005737]; translation elongation factor activity [GO:0003746]; translational elongation [GO:0006414]
O25254	O25254	reviewed	HSLU_HELPY	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU HP_0516	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	443	HslUV protease complex [GO:0009376]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; proteasome-activating activity [GO:0036402]; protein unfolding [GO:0043335]; proteolysis involved in protein catabolic process [GO:0051603]
O25787	O25787	unreviewed	O25787_HELPY	Uncharacterized protein	HP_1173	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	183	
O25360	O25360	reviewed	SYE2_HELPY	GlutamylGlutaminyl-tRNA synthetase (GluGlnRS) (EC 6.1.1.-) (Glutamate--tRNA ligase 2) (GluRS 2) (Glutamyl-tRNA synthetase 2)	gltX2 HP_0643	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	439	cytosol [GO:0005829]; ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; tRNA binding [GO:0000049]; glutamyl-tRNA aminoacylation [GO:0006424]
O25162	O25162	unreviewed	O25162_HELPY	DUF3972 domain-containing protein	HP_0406	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	196	
O25498	O25498	unreviewed	O25498_HELPY	Uncharacterized protein	HP_0820	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	153	
O24950	O24950	unreviewed	O24950_HELPY	Conserved hypothetical iron-sulfur protein	HP_0138	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	481	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; lactate oxidation [GO:0019516]
O25138	O25138	reviewed	RSME_HELPY	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193) (16S rRNA m3U1498 methyltransferase)	rsmE HP_0374	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	226	cytoplasm [GO:0005737]; rRNA (uridine-N3-)-methyltransferase activity [GO:0070042]; rRNA base methylation [GO:0070475]
O24973	O24973	reviewed	ARSR_HELPY	Transcriptional regulatory protein ArsR	arsR HP_0166	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	225	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription repressor activity [GO:0001217]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]
O25744	O25744	unreviewed	O25744_HELPY	Flagellar hook-associated protein 1	HP_1119	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	606	bacterial-type flagellum hook [GO:0009424]; extracellular region [GO:0005576]; structural molecule activity [GO:0005198]; bacterial-type flagellum assembly [GO:0044780]
O25056	O25056	unreviewed	O25056_HELPY	Lipopolysaccharide heptosyltransferase-1 (RfaC)	HP_0279	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	340	cytosol [GO:0005829]; ADP-heptose-lipopolysaccharide heptosyltransferase activity [GO:0008713]; lipopolysaccharide core region biosynthetic process [GO:0009244]
O25076	O25076	unreviewed	O25076_HELPY	Lipid/polyisoprenoid-binding YceI-like domain-containing protein	HP_0305	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	184	
P56204	P56204	reviewed	RSMI_HELPY	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	rsmI HP_0552	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	287	cytoplasm [GO:0005737]; rRNA (cytosine-2'-O-)-methyltransferase activity [GO:0070677]
O26077	O26077	unreviewed	O26077_HELPY	DNA 3'-5' helicase (EC 5.6.2.4)	HP_1553	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	945	cytosol [GO:0005829]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]; recombinational repair [GO:0000725]
O24904	O24904	unreviewed	O24904_HELPY	Knr4/Smi1-like domain-containing protein	HP_0064	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	139	
O25634	O25634	unreviewed	O25634_HELPY	Uncharacterized protein	HP_0984	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	35	
O25785	O25785	unreviewed	O25785_HELPY	Glutamine ABC transporter, ATP-binding protein (GlnQ)	HP_1171	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	248	ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
O34540	O34540	unreviewed	O34540_HELPY	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2, 3-sialyltransferase	HP_0427 HP_1408	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	111	membrane [GO:0016020]
P56085	P56085	reviewed	ATP6_HELPY	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB HP_0828	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	226	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]
O24998	O24998	unreviewed	O24998_HELPY	AAA domain-containing protein	HP_0206	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	108	
O24879	O24879	unreviewed	O24879_HELPY	Bacterial virulence protein VirB8 domain-containing protein	HP_0038	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	245	membrane [GO:0016020]
O25500	O25500	unreviewed	O25500_HELPY	Lipooligosaccharide 5G8 epitope biosynthesis-associated protein (Lex2B)	HP_0826	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	273	
O25959	O25959	reviewed	QUEF_HELPY	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	queF HP_1413	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	148	cytoplasm [GO:0005737]; preQ1 synthase activity [GO:0033739]; queuosine biosynthetic process [GO:0008616]
P56028	P56028	reviewed	RS21_HELPY	Small ribosomal subunit protein bS21 (30S ribosomal protein S21)	rpsU HP_0562	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	70	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
P55990	P55990	reviewed	DHE4_HELPY	NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4)	gdhA HP_0380	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	448	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamate dehydrogenase (NADP+) activity [GO:0004354]; glutamate biosynthetic process [GO:0006537]
P56088	P56088	reviewed	IMDH_HELPY	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB HP_0829	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	481	IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]
O25997	O25997	unreviewed	O25997_HELPY	Cytochrome c551 peroxidase	HP_1461	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	350	periplasmic space [GO:0042597]; cytochrome-c peroxidase activity [GO:0004130]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
O25427	O25427	reviewed	DUS_HELPY	Probable tRNA-dihydrouridine synthase (EC 1.3.1.-)	dus HP_0727	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	328	flavin adenine dinucleotide binding [GO:0050660]; tRNA binding [GO:0000049]; tRNA dihydrouridine synthase activity [GO:0017150]
O25044	O25044	unreviewed	O25044_HELPY	Cytochrome c biogenesis protein (CcdA)	HP_0265	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	240	membrane [GO:0016020]; cytochrome complex assembly [GO:0017004]
O25652	O25652	unreviewed	O25652_HELPY	Conjugal transfer protein (TraG)	HP_1006	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	177	membrane [GO:0016020]
O25004	O25004	reviewed	CDSA_HELPY	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA HP_0215	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	266	plasma membrane [GO:0005886]; phosphatidate cytidylyltransferase activity [GO:0004605]; CDP-diacylglycerol biosynthetic process [GO:0016024]
O24997	O24997	unreviewed	O24997_HELPY	ATPase AAA-type core domain-containing protein	HP_0205	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	793	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
O25686	O25686	reviewed	ACSA_HELPY	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA acs HP_1045	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	662	cytosol [GO:0005829]; acetate-CoA ligase activity [GO:0003987]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; acetyl-CoA biosynthetic process [GO:0006085]; acetyl-CoA biosynthetic process from acetate [GO:0019427]
O25885	O25885	unreviewed	O25885_HELPY	Copper resistance outer membrane protein CrdB	HP_1327	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	412	membrane [GO:0016020]; efflux transmembrane transporter activity [GO:0015562]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]
P56106	P56106	reviewed	PYRH_HELPY	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH HP_0777	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	240	cytosol [GO:0005829]; ATP binding [GO:0005524]; UMP kinase activity [GO:0033862]; 'de novo' CTP biosynthetic process [GO:0044210]; phosphorylation [GO:0016310]; UDP biosynthetic process [GO:0006225]
P0A0S3	P0A0S3	reviewed	FLIQ_HELPY	Flagellar biosynthetic protein FliQ	fliQ HP_1419	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	88	bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]; bacterial-type flagellum assembly [GO:0044780]; protein secretion [GO:0009306]
O25129	O25129	unreviewed	O25129_HELPY	Uncharacterized protein	HP_0365	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	30	
O25717	O25717	unreviewed	O25717_HELPY	Lipoprotein	HP_1085	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	171	
O25250	O25250	unreviewed	O25250_HELPY	Glycolate oxidase subunit (GlcD)	HP_0509	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	459	glycolate oxidase complex [GO:0009339]; (S)-2-hydroxy-acid oxidase activity [GO:0003973]; FAD binding [GO:0071949]
O25551	O25551	reviewed	MURJ_HELPY	Probable lipid II flippase MurJ	murJ mviN HP_0885	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	461	plasma membrane [GO:0005886]; lipid-linked peptidoglycan transporter activity [GO:0015648]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
O24932	O24932	unreviewed	O24932_HELPY	Uncharacterized protein	HP_0108	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	186	
O25033	O25033	unreviewed	O25033_HELPY	Oligopeptide ABC transporter, permease protein (OppC)	HP_0251	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	338	plasma membrane [GO:0005886]; microcin transport [GO:0042884]; transmembrane transport [GO:0055085]
O25775	O25775	reviewed	YBEY_HELPY	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY HP_1160	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	140	cytoplasm [GO:0005737]; metalloendopeptidase activity [GO:0004222]; RNA endonuclease activity [GO:0004521]; zinc ion binding [GO:0008270]; rRNA processing [GO:0006364]
O25708	O25708	unreviewed	O25708_HELPY	Conserved hypothetical secreted protein	HP_1075	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	438	metal ion binding [GO:0046872]
O25178	O25178	unreviewed	O25178_HELPY	Phage/colicin/tellurite resistance cluster terY protein	HP_0428	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	185	
P56466	P56466	reviewed	RHO_HELPY	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho HP_0550	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	438	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]
O34491	O34491	unreviewed	O34491_HELPY	IS605 transposase (TnpB)	HP_0438 HP_0997 HP_1095	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	427	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; transposition [GO:0032196]
O24899	O24899	unreviewed	O24899_HELPY	Myosin-15	HP_0059	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	284	
O25048	O25048	unreviewed	O25048_HELPY	DUF374 domain-containing protein	HP_0270	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	162	
P55999	P55999	reviewed	RF2_HELPY	Peptide chain release factor 2 (RF-2)	prfB HP_0171	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	363	cytoplasm [GO:0005737]; translation release factor activity, codon specific [GO:0016149]
P66459	P66459	reviewed	RS18_HELPY	Small ribosomal subunit protein bS18 (30S ribosomal protein S18)	rpsR HP_1244	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	85	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
O25282	O25282	unreviewed	O25282_HELPY	Uncharacterized protein	HP_0556	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	145	membrane [GO:0016020]
O25880	O25880	unreviewed	O25880_HELPY	Conserved hypothetical ATP-binding protein	HP_1321	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	377	ATP binding [GO:0005524]
P56398	P56398	reviewed	RRF_HELPY	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr HP_1256	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	185	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ribosomal large subunit binding [GO:0043023]; cytoplasmic translational termination [GO:0002184]; translation [GO:0006412]
O25224	O25224	unreviewed	O25224_HELPY	Glycosyltransferase 9 family protein	HP_0479	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	282	cytosol [GO:0005829]; ADP-heptose-lipopolysaccharide heptosyltransferase activity [GO:0008713]; lipopolysaccharide core region biosynthetic process [GO:0009244]
O25163	O25163	unreviewed	O25163_HELPY	Biotin sulfoxide reductase (BisC)	HP_0407	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	796	outer membrane-bounded periplasmic space [GO:0030288]; electron transfer activity [GO:0009055]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; anaerobic respiration [GO:0009061]
O25798	O25798	unreviewed	O25798_HELPY	Carbonic anhydrase	HP_1186	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	202	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
O25084	O25084	unreviewed	O25084_HELPY	Uncharacterized protein	HP_0314	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	39	
O25023	O25023	unreviewed	O25023_HELPY	Octaprenyl-diphosphate synthase (IspB)	HP_0240	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	307	prenyltransferase activity [GO:0004659]; isoprenoid biosynthetic process [GO:0008299]
O25268	O25268	unreviewed	O25268_HELPY	Cag pathogenicity island protein (Cag14)	HP_0535	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	126	membrane [GO:0016020]
P55834	P55834	reviewed	RL7_HELPY	Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12)	rplL HP_1199	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	125	cytosolic large ribosomal subunit [GO:0022625]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
P56411	P56411	reviewed	KDGL_HELPY	Diacylglycerol kinase (DAGK) (EC 2.7.1.107) (Diglyceride kinase) (DGK)	dgkA HP_0700	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	128	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP-dependent diacylglycerol kinase activity [GO:0004143]; metal ion binding [GO:0046872]; phosphatidic acid biosynthetic process [GO:0006654]; phosphorylation [GO:0016310]
O25210	O25210	unreviewed	O25210_HELPY	site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	HP_0463	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	487	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]
O25478	O25478	unreviewed	O25478_HELPY	Type I site-specific deoxyribonuclease	HP_0789	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	48	
O25109	O25109	unreviewed	O25109_HELPY	DUF1294 domain-containing protein	HP_0342	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	130	membrane [GO:0016020]
O25888	O25888	reviewed	Y1330_HELPY	Uncharacterized protein HP_1330	HP_1330	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	115	plasma membrane [GO:0005886]
O25670	O25670	unreviewed	O25670_HELPY	Conserved hypothetical helicase-like protein	HP_1026	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	391	ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; enzyme activator activity [GO:0008047]; four-way junction helicase activity [GO:0009378]; single-stranded DNA helicase activity [GO:0017116]; DNA recombination [GO:0006310]; DNA synthesis involved in DNA repair [GO:0000731]; DNA-templated DNA replication [GO:0006261]
O26029	O26029	unreviewed	O26029_HELPY	PLD phosphodiesterase domain-containing protein	HP_1499	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	272	catalytic activity [GO:0003824]; phosphate-containing compound metabolic process [GO:0006796]
O25333	O25333	unreviewed	O25333_HELPY	ABC transporter permease	HP_0612	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	79	membrane [GO:0016020]
O25382	O25382	unreviewed	O25382_HELPY	Outer membrane protein (Omp14)	HP_0671	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	270	
P56156	P56156	reviewed	CLPP_HELPY	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP HP_0794	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	196	cytoplasm [GO:0005737]; endopeptidase Clp complex [GO:0009368]; ATP-dependent peptidase activity [GO:0004176]; ATPase binding [GO:0051117]; serine-type endopeptidase activity [GO:0004252]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]
O25522	O25522	unreviewed	O25522_HELPY	Conserved hypothetical integral membrane protein	HP_0851	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	227	membrane [GO:0016020]
O25911	O25911	reviewed	PSD_HELPY	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	psd HP_1357	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	267	plasma membrane [GO:0005886]; phosphatidylserine decarboxylase activity [GO:0004609]; phosphatidylethanolamine biosynthetic process [GO:0006646]
O25828	O25828	unreviewed	O25828_HELPY	DNA replication regulator family protein	HP_1230	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	180	identical protein binding [GO:0042802]; metal ion binding [GO:0046872]
O25723	O25723	unreviewed	O25723_HELPY	Alpha-ketoglutarate permease (KgtP)	HP_1091	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	426	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; carbohydrate transport [GO:0008643]
