From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
P77562	P77562	reviewed	YAIW_ECOLI	Uncharacterized protein YaiW	yaiW b0378 JW0369	Escherichia coli (strain K12)	364	cytosol [GO:0005829]; external side of cell outer membrane [GO:0031240]; response to peptide [GO:1901652]
P0A9X9	P0A9X9	reviewed	CSPA_ECOLI	Cold shock protein CspA (CSP-A) (7.4 kDa cold shock protein) (CS7.4)	cspA cspS b3556 JW3525	Escherichia coli (strain K12)	70	cytosol [GO:0005829]; DNA binding [GO:0003677]; nucleic acid binding [GO:0003676]; RNA binding [GO:0003723]; single-stranded DNA binding [GO:0003697]; single-stranded RNA binding [GO:0003727]; transcription antitermination factor activity, RNA binding [GO:0001072]; negative regulation of termination of DNA-templated transcription [GO:0060567]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of gene expression [GO:0010468]; response to cold [GO:0009409]
P76501	P76501	reviewed	YFCR_ECOLI	Uncharacterized fimbrial-like protein YfcR	yfcR b2335 JW2332	Escherichia coli (strain K12)	170	pilus [GO:0009289]; cell adhesion [GO:0007155]; cell adhesion involved in single-species biofilm formation [GO:0043709]
P69791	P69791	reviewed	PTQA_ECOLI	PTS system N,N'-diacetylchitobiose-specific EIIA component (EIIA-Chb) (EIII-Chb) (IIIcel) (N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component)	chbA celC b1736 JW1725	Escherichia coli (strain K12)	116	cytosol [GO:0005829]; protein-containing complex [GO:0032991]; transmembrane transporter complex [GO:1902495]; protein-phosphocysteine-N,N'-diacetylchitobiose phosphotransferase system transporter activity [GO:0090566]; N,N'-diacetylchitobiose import [GO:1902815]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]
P77334	P77334	reviewed	PDER_ECOLI	Cyclic di-GMP phosphodiesterase PdeR (EC 3.1.4.52)	pdeR gmr yciR b1285 JW1278	Escherichia coli (strain K12)	661	cyclic-guanylate-specific phosphodiesterase activity [GO:0071111]; GTP binding [GO:0005525]; post-transcriptional regulation of gene expression [GO:0010608]
P33232	P33232	reviewed	LLDD_ECOLI	L-lactate dehydrogenase (EC 1.1.-.-)	lldD lctD b3605 JW3580	Escherichia coli (strain K12)	396	plasma membrane [GO:0005886]; FMN binding [GO:0010181]; L-lactate dehydrogenase activity [GO:0004459]; aerobic respiration [GO:0009060]; L-fucose catabolic process [GO:0042355]; lactate oxidation [GO:0019516]
P76518	P76518	reviewed	ACOCT_ECOLI	Acetyl-CoA:oxalate CoA-transferase (ACOCT) (EC 2.8.3.19) (Acetyl-coenzyme A transferase) (CoA:oxalate CoA-transferase)	yfdE b2371 JW2368	Escherichia coli (strain K12)	381	acetyl-CoA:oxalate CoA-transferase [GO:0036412]; protein homodimerization activity [GO:0042803]
P25907	P25907	reviewed	YDBD_ECOLI	Uncharacterized protein YdbD	ydbD b1407 JW5221	Escherichia coli (strain K12)	768	
P45549	P45549	reviewed	YHFW_ECOLI	Uncharacterized protein YhfW	yhfW b3380 JW3343	Escherichia coli (strain K12)	408	cytosol [GO:0005829]; magnesium ion binding [GO:0000287]; phosphopentomutase activity [GO:0008973]; cellular metabolic compound salvage [GO:0043094]; nucleotide metabolic process [GO:0009117]
P0AF10	P0AF10	reviewed	MTLR_ECOLI	Mannitol operon repressor (Mannitol repressor protein)	mtlR b3601 JW3575	Escherichia coli (strain K12)	195	negative regulation of DNA-templated transcription [GO:0045892]
P77757	P77757	reviewed	ARNC_ECOLI	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Polymyxin resistance protein PmrF) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC pmrF yfbF b2254 JW2248	Escherichia coli (strain K12)	322	membrane [GO:0016020]; plasma membrane [GO:0005886]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity [GO:0099621]; 4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process [GO:0036108]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]; response to antibiotic [GO:0046677]
P0AE42	P0AE42	reviewed	YQAE_ECOLI	UPF0057 membrane protein YqaE	yqaE b2666 JW2641	Escherichia coli (strain K12)	52	plasma membrane [GO:0005886]; response to antibiotic [GO:0046677]
Q46791	Q46791	reviewed	YGEK_ECOLI	Uncharacterized response regulatory protein YgeK	ygeK ygeL b2856 JW5458/JW2824 b2855	Escherichia coli (strain K12)	147	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]
P0ABB4	P0ABB4	reviewed	ATPB_ECOLI	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD papB uncD b3732 JW3710	Escherichia coli (strain K12)	460	membrane [GO:0016020]; plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]
P05458	P05458	reviewed	PTRA_ECOLI	Protease 3 (EC 3.4.24.55) (Pitrilysin) (Protease III) (Protease pi)	ptrA ptr b2821 JW2789	Escherichia coli (strain K12)	962	cytoplasm [GO:0005737]; outer membrane-bounded periplasmic space [GO:0030288]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]
P77231	P77231	reviewed	CITG_ECOLI	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (2-(5''-triphosphoribosyl)-3'-dephospho-CoA synthase) (EC 2.4.2.52)	citG ybdT b0613 JW0605	Escherichia coli (strain K12)	292	ATP binding [GO:0005524]; triphosphoribosyl-dephospho-CoA synthase activity [GO:0046917]; phosphorylation [GO:0016310]; prosthetic group biosynthetic process [GO:0051191]
P76213	P76213	reviewed	CHO_ECOLI	Excinuclease cho (EC 3.1.25.-) (Endonuclease cho) (UvrC homolog protein)	cho dinM sosD ydjQ b1741 JW1730	Escherichia coli (strain K12)	295	excinuclease repair complex [GO:0009380]; DNA endonuclease activity [GO:0004520]; DNA damage response [GO:0006974]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]
P15723	P15723	reviewed	DGTP_ECOLI	Deoxyguanosinetriphosphate triphosphohydrolase (dGTP triphosphohydrolase) (dGTPase) (EC 3.1.5.1)	dgt b0160 JW0156	Escherichia coli (strain K12)	505	cobalt ion binding [GO:0050897]; dGTPase activity [GO:0008832]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; single-stranded DNA binding [GO:0003697]; dGTP catabolic process [GO:0006203]; nucleobase-containing small molecule interconversion [GO:0015949]
P0AFK2	P0AFK2	reviewed	PNUC_ECOLI	Nicotinamide riboside transporter PnuC	pnuC b0751 JW0734	Escherichia coli (strain K12)	239	plasma membrane [GO:0005886]; nicotinamide riboside transmembrane transporter activity [GO:0034257]; nicotinamide riboside transport [GO:0034258]
P76177	P76177	reviewed	YDGH_ECOLI	Protein YdgH	ydgH b1604 JW1596	Escherichia coli (strain K12)	314	
P52143	P52143	reviewed	YPJA_ECOLI	Uncharacterized outer membrane protein YpjA	ypjA b2647 JW5422	Escherichia coli (strain K12)	1526	cell outer membrane [GO:0009279]
P76280	P76280	reviewed	YOBB_ECOLI	Uncharacterized protein YobB	yobB b1843 JW1832	Escherichia coli (strain K12)	218	nitrogen compound metabolic process [GO:0006807]
P24197	P24197	reviewed	YGID_ECOLI	4,5-DOPA dioxygenase extradiol (EC 1.13.11.29)	ygiD b3039 JW3007	Escherichia coli (strain K12)	271	cytoplasm [GO:0005737]; DOPA dioxygenase activity [GO:0046566]; ferrous iron binding [GO:0008198]; stizolobate synthase activity [GO:0050297]; zinc ion binding [GO:0008270]; cellular aromatic compound metabolic process [GO:0006725]
P0A7E5	P0A7E5	reviewed	PYRG_ECOLI	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG b2780 JW2751	Escherichia coli (strain K12)	545	cytoophidium [GO:0097268]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; 'de novo' CTP biosynthetic process [GO:0044210]; CTP biosynthetic process [GO:0006241]; glutamine metabolic process [GO:0006541]; protein homotetramerization [GO:0051289]; pyrimidine nucleobase biosynthetic process [GO:0019856]
P0DSG1	P0DSG1	reviewed	YFIS_ECOLI	Protein YfiS	yfiS b4783	Escherichia coli (strain K12)	20	
P0AB58	P0AB58	reviewed	LAPB_ECOLI	Lipopolysaccharide assembly protein B (Lipopolysaccharide regulatory protein)	lapB yciM b1280 JW1272	Escherichia coli (strain K12)	389	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; iron ion binding [GO:0005506]; metal ion binding [GO:0046872]; lipopolysaccharide metabolic process [GO:0008653]; regulation of lipid biosynthetic process [GO:0046890]
P0A7N4	P0A7N4	reviewed	RL32_ECOLI	Large ribosomal subunit protein bL32 (50S ribosomal protein L32)	rpmF b1089 JW1075	Escherichia coli (strain K12)	57	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; response to radiation [GO:0009314]; response to reactive oxygen species [GO:0000302]; ribosomal large subunit assembly [GO:0000027]
P0AC86	P0AC86	reviewed	PHSG_ECOLI	Glycogen phosphorylase (EC 2.4.1.1)	glgP glgY b3428 JW3391	Escherichia coli (strain K12)	815	cytoplasm [GO:0005737]; glycogen phosphorylase activity [GO:0008184]; linear malto-oligosaccharide phosphorylase activity [GO:0102250]; protein homodimerization activity [GO:0042803]; pyridoxal phosphate binding [GO:0030170]; SHG alpha-glucan phosphorylase activity [GO:0102499]; glycogen catabolic process [GO:0005980]
P28305	P28305	reviewed	PABC_ECOLI	Aminodeoxychorismate lyase (EC 4.1.3.38) (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL)	pabC b1096 JW1082	Escherichia coli (strain K12)	269	cytosol [GO:0005829]; 4-amino-4-deoxychorismate lyase activity [GO:0008696]; pyridoxal phosphate binding [GO:0030170]; folic acid biosynthetic process [GO:0046656]; para-aminobenzoic acid biosynthetic process [GO:0008153]; tetrahydrofolate biosynthetic process [GO:0046654]
P46130	P46130	reviewed	YBHC_ECOLI	Putative acyl-CoA thioester hydrolase YbhC (EC 3.1.2.-)	ybhC b0772 JW0755	Escherichia coli (strain K12)	427	cell outer membrane [GO:0009279]; aspartyl esterase activity [GO:0045330]; carboxylic ester hydrolase activity [GO:0052689]; pectinesterase activity [GO:0030599]; cell wall modification [GO:0042545]
P0ABK9	P0ABK9	reviewed	NRFA_ECOLI	Cytochrome c-552 (EC 1.7.2.2) (Ammonia-forming cytochrome c nitrite reductase) (Cytochrome c nitrite reductase)	nrfA b4070 JW4031	Escherichia coli (strain K12)	478	outer membrane-bounded periplasmic space [GO:0030288]; calcium ion binding [GO:0005509]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; nitric oxide reductase activity [GO:0016966]; nitrite reductase (cytochrome, ammonia-forming) activity [GO:0042279]; anaerobic electron transport chain [GO:0019645]; nitrate assimilation [GO:0042128]
P0A8P8	P0A8P8	reviewed	XERD_ECOLI	Tyrosine recombinase XerD	xerD xprB b2894 JW2862	Escherichia coli (strain K12)	298	cytoplasm [GO:0005737]; Holliday junction resolvase complex [GO:0048476]; DNA binding [GO:0003677]; site-specific recombinase activity [GO:0009009]; tyrosine-based site-specific recombinase activity [GO:0009037]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA transposition [GO:0006313]; plasmid maintenance [GO:0006276]; resolution of recombination intermediates [GO:0071139]; response to radiation [GO:0009314]
P27249	P27249	reviewed	GLND_ECOLI	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD b0167 JW0162	Escherichia coli (strain K12)	890	[protein-PII] uridylyltransferase activity [GO:0008773]; phosphoric diester hydrolase activity [GO:0008081]; nitrogen compound metabolic process [GO:0006807]; regulation of nitrogen utilization [GO:0006808]
Q2EER5	Q2EER5	reviewed	YMJC_ECOLI	Protein YmjC	ymjC b4525 JW5960	Escherichia coli (strain K12)	60	
P0ABZ6	P0ABZ6	reviewed	SURA_ECOLI	Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA) (PPIase SurA) (EC 5.2.1.8) (Rotamase SurA) (Survival protein A)	surA b0053 JW0052	Escherichia coli (strain K12)	428	outer membrane-bounded periplasmic space [GO:0030288]; peptide binding [GO:0042277]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; unfolded protein binding [GO:0051082]; chaperone-mediated protein folding [GO:0061077]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; maintenance of stationary phase [GO:0060274]; maintenance of unfolded protein [GO:0036506]; protein folding [GO:0006457]; protein stabilization [GO:0050821]
P0ACI3	P0ACI3	reviewed	XYLR_ECOLI	Xylose operon regulatory protein	xylR b3569 JW3541	Escherichia coli (strain K12)	392	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]
P0ABP3	P0ABP3	reviewed	DCUC_ECOLI	Anaerobic C4-dicarboxylate transporter DcuC	dcuC b0621 JW0613/JW0616	Escherichia coli (strain K12)	461	plasma membrane [GO:0005886]; succinate:fumarate antiporter activity [GO:0005469]; symporter activity [GO:0015293]; C4-dicarboxylate transport [GO:0015740]; mixed acid fermentation [GO:0019664]
P0A705	P0A705	reviewed	IF2_ECOLI	Translation initiation factor IF-2	infB gicD ssyG b3168 JW3137	Escherichia coli (strain K12)	890	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; ribosomal small subunit binding [GO:0043024]; translation initiation factor activity [GO:0003743]; chaperone-mediated protein folding [GO:0061077]; response to cold [GO:0009409]; translational initiation [GO:0006413]
P0AFA9	P0AFA9	reviewed	NIKC_ECOLI	Nickel transport system permease protein NikC	nikC b3478 JW3443	Escherichia coli (strain K12)	277	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; membrane [GO:0016020]; plasma membrane [GO:0005886]; dipeptide transmembrane transporter activity [GO:0071916]; nickel cation binding [GO:0016151]; nickel cation transmembrane transporter activity [GO:0015099]; nickel cation import across plasma membrane [GO:0098716]; nickel cation transmembrane transport [GO:0035444]
P0A776	P0A776	reviewed	RPPH_ECOLI	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase) (Ap5A pyrophosphatase)	rppH nudH ygdP b2830 JW2798	Escherichia coli (strain K12)	176	cytoplasm [GO:0005737]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]; magnesium ion binding [GO:0000287]; mRNA 5'-diphosphatase activity [GO:0034353]; RNA NAD-cap (NMN-forming) hydrolase activity [GO:0110153]; mRNA catabolic process [GO:0006402]; NAD-cap decapping [GO:0110155]; RNA decapping [GO:0110154]; RNA destabilization [GO:0050779]; tRNA processing [GO:0008033]
P64479	P64479	reviewed	YDIZ_ECOLI	Uncharacterized protein YdiZ	ydiZ b1724 JW1713	Escherichia coli (strain K12)	96	RNA endonuclease activity [GO:0004521]; DNA damage response [GO:0006974]
P10371	P10371	reviewed	HIS4_ECOLI	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	hisA b2024 JW2006	Escherichia coli (strain K12)	245	cytoplasm [GO:0005737]; cytosol [GO:0005829]; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity [GO:0003949]; DNA damage response [GO:0006974]; histidine biosynthetic process [GO:0000105]; tryptophan biosynthetic process [GO:0000162]
P31062	P31062	reviewed	NOHD_ECOLI	DNA-packaging protein NU1 homolog	nohD nohB b0560 JW0549	Escherichia coli (strain K12)	181	
P76483	P76483	reviewed	YFBM_ECOLI	Protein YfbM	yfbM b2272 JW2267	Escherichia coli (strain K12)	167	
P77588	P77588	reviewed	YDEQ_ECOLI	Uncharacterized fimbrial-like protein YdeQ	ydeQ b1502 JW1496	Escherichia coli (strain K12)	304	pilus [GO:0009289]; cell adhesion involved in single-species biofilm formation [GO:0043709]
P77779	P77779	reviewed	YBFO_ECOLI	Putative uncharacterized protein YbfO	ybfO b0703 JW0692	Escherichia coli (strain K12)	477	
P0AC28	P0AC28	reviewed	5FCL_ECOLI	5-formyltetrahydrofolate cyclo-ligase (5-FCL) (EC 6.3.3.2) (5,10-methenyltetrahydrofolate synthetase) (MTHFS)	ygfA b2912 JW2879	Escherichia coli (strain K12)	182	5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; dormancy process [GO:0022611]; folic acid-containing compound biosynthetic process [GO:0009396]; tetrahydrofolate interconversion [GO:0035999]
P37657	P37657	reviewed	BCSE_ECOLI	Cyclic di-GMP binding protein BcsE (Cellulose biosynthesis protein BcsE)	bcsE yhjS b3536 JW3504	Escherichia coli (strain K12)	523	cyclic-di-GMP binding [GO:0035438]; cellulose biosynthetic process [GO:0030244]
P0ADG4	P0ADG4	reviewed	SUHB_ECOLI	Nus factor SuhB (Inositol-1-monophosphatase) (I-1-Pase) (IMPase) (Inositol-1-phosphatase) (EC 3.1.3.25)	suhB ssyA b2533 JW2517	Escherichia coli (strain K12)	267	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glycerol-2-phosphatase activity [GO:0047954]; inositol monophosphate 1-phosphatase activity [GO:0008934]; inositol monophosphate 3-phosphatase activity [GO:0052832]; inositol monophosphate 4-phosphatase activity [GO:0052833]; lithium ion binding [GO:0031403]; magnesium ion binding [GO:0000287]; rRNA primary transcript binding [GO:0042134]; transcription antitermination factor activity, RNA binding [GO:0001072]; inositol metabolic process [GO:0006020]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; ribosome biogenesis [GO:0042254]; signal transduction [GO:0007165]; transcription antitermination [GO:0031564]
P0DPO5	P0DPO5	reviewed	YNCO_ECOLI	Protein YncO	yncO b4745	Escherichia coli (strain K12)	61	plasma membrane [GO:0005886]
P0AGB0	P0AGB0	reviewed	SERB_ECOLI	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	serB b4388 JW4351	Escherichia coli (strain K12)	322	cytoplasm [GO:0005737]; L-phosphoserine phosphatase activity [GO:0036424]; magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791]; amino acid biosynthetic process [GO:0008652]; dephosphorylation [GO:0016311]; L-serine biosynthetic process [GO:0006564]
C1P609	C1P609	reviewed	YOHP_ECOLI	Uncharacterized membrane protein YohP	yohP b4679 JW5358.1	Escherichia coli (strain K12)	27	plasma membrane [GO:0005886]
P13518	P13518	reviewed	CSRD_ECOLI	RNase E specificity factor CsrD (Regulator of CsrB and CsrC decay CsrD)	csrD yhdA b3252 JW3221	Escherichia coli (strain K12)	646	plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; identical protein binding [GO:0042802]; ncRNA catabolic process [GO:0034661]; regulation of RNA metabolic process [GO:0051252]
P76250	P76250	reviewed	DMLR_ECOLI	HTH-type transcriptional regulator DmlR (D-malate degradation protein R)	dmlR yeaT b1799 JW1788	Escherichia coli (strain K12)	307	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]; malate metabolic process [GO:0006108]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of DNA-templated transcription [GO:0045893]
P21169	P21169	reviewed	DCOR_ECOLI	Constitutive ornithine decarboxylase (EC 4.1.1.17)	speC b2965 JW5482	Escherichia coli (strain K12)	711	cytosol [GO:0005829]; guanosine tetraphosphate binding [GO:0097216]; ornithine decarboxylase activity [GO:0004586]; pyridoxal phosphate binding [GO:0030170]; putrescine biosynthetic process from ornithine [GO:0033387]; spermidine biosynthetic process [GO:0008295]
P62623	P62623	reviewed	ISPH_ECOLI	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase)	ispH lytB yaaE b0029 JW0027	Escherichia coli (strain K12)	316	cytosol [GO:0005829]; 3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity [GO:0051745]; hydroxymethylbutenyl pyrophosphate reductase activity [GO:0042380]; metal ion binding [GO:0046872]; dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]
P68066	P68066	reviewed	GRCA_ECOLI	Autonomous glycyl radical cofactor	grcA yfiD b2579 JW2563	Escherichia coli (strain K12)	127	cytoplasm [GO:0005737]; cytosol [GO:0005829]; catalytic activity [GO:0003824]
P77730	P77730	reviewed	YDCR_ECOLI	Uncharacterized HTH-type transcriptional regulator YdcR	ydcR b1439 JW1434	Escherichia coli (strain K12)	468	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; alpha-amino acid metabolic process [GO:1901605]; biosynthetic process [GO:0009058]
P77296	P77296	reviewed	YBET_ECOLI	Sel1-repeat-containing protein YbeT	ybeT b0647 JW0642	Escherichia coli (strain K12)	184	
A5A617	A5A617	reviewed	YDGU_ECOLI	Uncharacterized protein YdgU	ydgU b4601 JW1589	Escherichia coli (strain K12)	27	
P0CF25	P0CF25	reviewed	INSB1_ECOLI	Insertion element IS1 1 protein InsB (IS1a)	insB1 b0021 JW0020	Escherichia coli (strain K12)	167	DNA binding [GO:0003677]; transposase activity [GO:0004803]; DNA transposition [GO:0006313]
P27837	P27837	reviewed	YIFK_ECOLI	Probable transport protein YifK	yifK b3795 JW5595	Escherichia coli (strain K12)	461	plasma membrane [GO:0005886]; amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]
P46853	P46853	reviewed	YHHX_ECOLI	Uncharacterized oxidoreductase YhhX (EC 1.-.-.-)	yhhX b3440 JW3403	Escherichia coli (strain K12)	345	cytosol [GO:0005829]; nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491]
P39836	P39836	reviewed	YFEH_ECOLI	Putative symporter YfeH	yfeH b2410 JW5876	Escherichia coli (strain K12)	332	plasma membrane [GO:0005886]; symporter activity [GO:0015293]
P45551	P45551	reviewed	YHFY_ECOLI	Uncharacterized protein YhfY	yhfY b3382 JW5696	Escherichia coli (strain K12)	120	regulation of DNA-templated transcription [GO:0006355]
P0AD86	P0AD86	reviewed	LPT_ECOLI	thr operon leader peptide (thr operon attenuator)	thrL b0001 JW4367	Escherichia coli (strain K12)	21	threonine biosynthetic process [GO:0009088]; transcriptional attenuation [GO:0031555]; transcriptional attenuation by ribosome [GO:0031556]
P31468	P31468	reviewed	CBRB_ECOLI	Inner membrane protein CbrB (CreB-regulated gene B protein)	cbrB yieI b3716 JW3694	Escherichia coli (strain K12)	155	plasma membrane [GO:0005886]
