From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
O60105	O60105	reviewed	PUR8_SCHPO	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	ade8 SPBC14F5.09c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	482	cytosol [GO:0005829]; nucleus [GO:0005634]; (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]; 'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]; fumarate metabolic process [GO:0006106]
O94348	O94348	reviewed	YIP1_SCHPO	Protein transport protein yip1	yip1 SPCC61.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	227	endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]; small GTPase binding [GO:0031267]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; vesicle fusion with Golgi apparatus [GO:0048280]
O94563	O94563	reviewed	YGD4_SCHPO	Putative uncharacterized oxidoreductase C1773.04 (EC 1.1.1.-)	SPBC1773.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	336	methylglyoxal reductase (NADPH-dependent) activity [GO:0043892]; cellular detoxification of methylglyoxal [GO:0140041]; methylglyoxal catabolic process to lactate [GO:0061727]
Q10338	Q10338	reviewed	YBM4_SCHPO	Uncharacterized protein C582.04c	SPBC582.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	583	nucleolus [GO:0005730]; nucleus [GO:0005634]; pericentric heterochromatin [GO:0005721]; siRNA-dependent pericentric heterochromatin formation [GO:0140727]
Q9UUH5	Q9UUH5	reviewed	YKI7_SCHPO	Uncharacterized protein C630.07c	SPAC630.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	430	cytosol [GO:0005829]; nucleus [GO:0005634]
Q10343	Q10343	reviewed	AAKG_SCHPO	5'-AMP-activated protein kinase subunit gamma (AMPK gamma) (AMPK subunit gamma)	cbs2 SPAC1556.08c SPAC1F12.01c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	334	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; ADP binding [GO:0043531]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; protein kinase activator activity [GO:0030295]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; carbohydrate metabolic process [GO:0005975]; induction of conjugation with cellular fusion [GO:0010514]; regulation of transcription by RNA polymerase II [GO:0006357]; signal transduction [GO:0007165]
O94612	O94612	reviewed	YFO5_SCHPO	Uncharacterized cyclin-L1-like protein C1296.05c	SPAC1296.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	258	cytoplasm [GO:0005737]; mediator complex [GO:0016592]; nucleus [GO:0005634]; cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; positive regulation of transcription by RNA polymerase II [GO:0045944]
O59701	O59701	reviewed	CYSK_SCHPO	Cysteine synthase 1 (CS 1) (EC 2.5.1.-) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase 1) (OAS-TL 1) (O-acetylserine sulfhydrylase 1) (O-succinylserine sulfhydrylase)	cys11 cys1a SPBC36.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	351	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; cysteine synthase activity [GO:0004124]; cysteine biosynthetic process from serine [GO:0006535]
O13964	O13964	reviewed	YE44_SCHPO	Uncharacterized protein C24C9.04	SPAC24C9.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	121	mediator complex [GO:0016592]; nucleus [GO:0005634]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]
O59802	O59802	reviewed	GPI2_SCHPO	Phosphatidylinositol N-acetylglucosaminyltransferase GPI2 subunit (EC 2.4.1.198)	gpi2 SPCC550.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	324	endoplasmic reticulum [GO:0005783]; glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex [GO:0000506]; phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]
Q9UTB2	Q9UTB2	reviewed	SYSM_SCHPO	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser) synthetase)	dia4 SPAC25B8.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	479	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; tRNA binding [GO:0000049]; mitochondrial seryl-tRNA aminoacylation [GO:0070158]
Q9USQ5	Q9USQ5	reviewed	OAZ_SCHPO	Ornithine decarboxylase antizyme (ODC-Az)	spa1 spa SPBC577.14c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	226	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ornithine decarboxylase inhibitor activity [GO:0008073]; ornithine metabolic process [GO:0006591]; positive regulation of protein catabolic process [GO:0045732]; regulation of polyamine biosynthetic process [GO:0010967]
P32586	P32586	reviewed	PYP2_SCHPO	Tyrosine-protein phosphatase 2 (EC 3.1.3.48) (Protein-tyrosine phosphatase 2) (PTPase 2)	pyp2 SPAC19D5.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	711	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; MAP kinase tyrosine phosphatase activity [GO:0033550]; protein tyrosine phosphatase activity [GO:0004725]; cell cycle [GO:0007049]; cell division [GO:0051301]; dephosphorylation [GO:0016311]; negative regulation of p38MAPK cascade [GO:1903753]
Q69Z14	Q69Z14	reviewed	VA0E_SCHPO	V-type proton ATPase subunit e (V-ATPase subunit e) (Vacuolar proton pump subunit e)	vma9 SPBC1685.16	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	67	fungal-type vacuole membrane [GO:0000329]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton transmembrane transport [GO:1902600]; transmembrane transport [GO:0055085]; vacuolar acidification [GO:0007035]
Q9Y7L5	Q9Y7L5	reviewed	YGJ3_SCHPO	Uncharacterized protein C685.03	SPBC685.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	452	endoplasmic reticulum [GO:0005783]
G2TRP5	G2TRP5	reviewed	COX7_SCHPO	Cytochrome c oxidase subunit 7	cox7 SPBC2F12.17	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	59	mitochondrial respiratory chain complex IV [GO:0005751]; oxidoreductase activity [GO:0016491]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; proton transmembrane transport [GO:1902600]
Q9C0Z9	Q9C0Z9	reviewed	RPC9_SCHPO	DNA-directed RNA polymerase III subunit rpc9 (RNA polymerase III subunit C9) (RNA polymerase III subunit C17)	rpc17 SPAPB1E7.10	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	129	cytosol [GO:0005829]; nucleus [GO:0005634]; RNA polymerase III complex [GO:0005666]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; nucleotide binding [GO:0000166]; transcription initiation at RNA polymerase III promoter [GO:0006384]
Q9P3B2	Q9P3B2	reviewed	RCF2_SCHPO	Respiratory supercomplex factor 2 homolog C1565.01	rcf2 aim38 SPAC1565.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	242	mitochondrial respirasome [GO:0005746]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; proton transmembrane transport [GO:1902600]
Q9USN6	Q9USN6	reviewed	YJY3_SCHPO	Uncharacterized protein C132.03	SPCC132.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	176	mitochondrion [GO:0005739]
Q9C105	Q9C105	reviewed	YKT4_SCHPO	Chitinase-like protein PB1E7.04c (EC 3.2.1.-)	SPAPB1E7.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1236	extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; chitinase activity [GO:0004568]; ascospore wall chitin catabolic process [GO:0034232]
O94651	O94651	reviewed	PEP12_SCHPO	Syntaxin pep12	pep12 SPBC31E1.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	263	endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; Golgi to vacuole transport [GO:0006896]; intracellular protein transport [GO:0006886]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]
P87027	P87027	reviewed	SPG1_SCHPO	Septum-promoting GTP-binding protein 1 (GTPase spg1) (Sid3 protein)	spg1 sid3 SPAC1565.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	198	mitotic spindle pole body [GO:0044732]; spindle pole body [GO:0005816]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signaling adaptor activity [GO:0035591]; cell cycle [GO:0007049]; cell division [GO:0051301]; positive regulation of mitotic division septum assembly [GO:0140281]; septation initiation signaling [GO:0031028]
Q9Y7T3	Q9Y7T3	reviewed	THG1_SCHPO	tRNA(His) guanylyltransferase (EC 2.7.7.79) (tRNA-histidine guanylyltransferase)	thg1 SPCC63.07	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	261	cytosol [GO:0005829]; nucleus [GO:0005634]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; tRNA guanylyltransferase activity [GO:0008193]; tRNA modification [GO:0006400]; tRNA processing [GO:0008033]
Q10213	Q10213	reviewed	SRS2_SCHPO	ATP-dependent DNA helicase srs2 (EC 5.6.2.4) (DNA 3'-5' helicase srs2)	srs2 SPAC4H3.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	887	nucleus [GO:0005634]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; isomerase activity [GO:0016853]; mitotic recombination-dependent replication fork processing [GO:1990426]; postreplication repair [GO:0006301]; recombinational repair [GO:0000725]
O59732	O59732	reviewed	CHR1_SCHPO	Chitin synthase regulatory factor 1 (Chs four homolog 4)	chr1 cfh4 SPBC3E7.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	456	cytosol [GO:0005829]
O60176	O60176	reviewed	YG41_SCHPO	Uncharacterized RNA-binding protein C23E6.01c	SPBC23E6.01c SPBPJ758.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	473	cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004]; mRNA binding [GO:0003729]; mRNA splice site recognition [GO:0006376]
P0CU13	P0CU13	reviewed	YI46_SCHPO	VEL1-related protein SPBC1348.06c	SPAC1348.06c SPBC1348.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	203	cytosol [GO:0005829]
P78860	P78860	reviewed	MRM2_SCHPO	rRNA methyltransferase 2, mitochondrial (EC 2.1.1.-) (21S rRNA (uridine-2'-O)-methyltransferase)	mrm2 SPBC2G2.15c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	218	mitochondrion [GO:0005739]; rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]; mitochondrial ribosome assembly [GO:0061668]; RNA methylation [GO:0001510]; rRNA methylation [GO:0031167]
U3H0A9	U3H0A9	reviewed	YJ61_SCHPO	Uncharacterized protein SPCC1884.01	SPCC1884.01	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	478	
O13670	O13670	reviewed	MTO1_SCHPO	Protein MTO1 homolog, mitochondrial	mto1 pi079 SPBC30B4.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	666	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; flavin adenine dinucleotide binding [GO:0050660]; mitochondrial translation [GO:0032543]; mitochondrial tRNA wobble uridine modification [GO:0070899]; tRNA methylation [GO:0030488]
Q9US27	Q9US27	reviewed	LOA1_SCHPO	Putative lysophosphatidic acid:oleoyl-CoA acyltransferase (LPAAT) (Lysophosphatidic acid acyltransferase) (EC 2.3.1.51) (Vacuolar protein sorting-associated protein 66)	vps66 SPAC1783.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	300	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; lipid droplet [GO:0005811]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; lysophosphatidic acid acyltransferase activity [GO:0042171]; lipid storage [GO:0019915]; triglyceride biosynthetic process [GO:0019432]
Q9USL3	Q9USL3	reviewed	SYIM_SCHPO	Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ism1 SPCC18B5.08c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	973	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; isoleucyl-tRNA aminoacylation [GO:0006428]; mitochondrial translation [GO:0032543]
Q10094	Q10094	reviewed	YAOF_SCHPO	Uncharacterized protein C11D3.15	SPAC11D3.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1317	cytosol [GO:0005829]; 5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]; cellular detoxification [GO:1990748]; glutathione metabolic process [GO:0006749]
O94295	O94295	reviewed	PUS2_SCHPO	tRNA pseudouridine synthase 2 (EC 5.4.99.-) (tRNA pseudouridylate synthase 2) (tRNA-uridine isomerase 2)	pus2 SPBC887.11	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	451	nucleus [GO:0005634]; metal ion binding [GO:0046872]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119]
