From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A1D8PCY4	A0A1D8PCY4	unreviewed	A0A1D8PCY4_CANAL	Ecm33p	ECM33 CAALFM_C103190CA orf19.10528.1	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	423	cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular vesicle [GO:1903561]; fungal-type cell wall [GO:0009277]; hyphal cell wall [GO:0030446]; membrane [GO:0016020]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; yeast-form cell wall [GO:0030445]; adhesion of symbiont to host [GO:0044406]; cell morphogenesis [GO:0000902]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; fungal-type cell wall organization [GO:0031505]; single-species biofilm formation on inanimate substrate [GO:0044011]
Q59NN8	Q59NN8	reviewed	FES1_CANAL	Hsp70 nucleotide exchange factor FES1	FES1 CAALFM_C600760WA CaO19.11133 CaO19.3649	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	284	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; adenyl-nucleotide exchange factor activity [GO:0000774]; cytoplasm protein quality control by the ubiquitin-proteasome system [GO:0071629]; regulation of translation [GO:0006417]
Q5A668	Q5A668	unreviewed	Q5A668_CANAL	Ceramide very long chain fatty acid hydroxylase (EC 1.-.-.-)	SCS7 CAALFM_C404590WA orf19.11303	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	378	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; fatty acid alpha-hydroxylase activity [GO:0080132]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; fatty acid biosynthetic process [GO:0006633]; fatty acid metabolic process [GO:0006631]; mannosyl-inositol phosphorylceramide metabolic process [GO:0006675]
A0A1D8PLT2	A0A1D8PLT2	unreviewed	A0A1D8PLT2_CANAL	FAD/NAD(P)-binding domain-containing protein	CPD2 CAALFM_C403340CA orf19.9012	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	407	cytoplasm [GO:0005737]; electron-transferring-flavoprotein dehydrogenase activity [GO:0004174]; flavin adenine dinucleotide binding [GO:0050660]
Q5A9D6	Q5A9D6	unreviewed	Q5A9D6_CANAL	Phosphatidylinositol N-acetylglucosaminyltransferase	GPI15 CAALFM_CR01430WA orf19.10064	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	205	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex [GO:0000506]; glycosyltransferase activity [GO:0016757]
Q59WH0	Q59WH0	reviewed	ADA2_CANAL	Transcriptional adapter 2	ADA2 CAALFM_C110860CA CaO19.2331 CaO19.9867	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	445	ADA complex [GO:0140671]; chromosome, telomeric region [GO:0000781]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; SAGA-type complex [GO:0070461]; SLIK (SAGA-like) complex [GO:0046695]; chromatin binding [GO:0003682]; phosphatidylserine binding [GO:0001786]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]; cell adhesion involved in single-species biofilm formation [GO:0043709]; cellular response to osmotic stress [GO:0071470]; chromatin remodeling [GO:0006338]; development of symbiont in host [GO:0044114]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]; fungal-type cell wall organization [GO:0031505]; positive regulation of cell adhesion involved in single-species biofilm formation [GO:1900189]; positive regulation of cell-substrate adhesion [GO:0010811]; rDNA heterochromatin formation [GO:0000183]; regulation of histone acetylation [GO:0035065]; regulation of reciprocal meiotic recombination [GO:0010520]; regulation of transcription by RNA polymerase II [GO:0006357]; replication-born double-strand break repair via sister chromatid exchange [GO:1990414]; subtelomeric heterochromatin formation [GO:0031509]
Q59Z29	Q59Z29	reviewed	AFT2_CANAL	Iron-regulated transcriptional activator AFT2 (Activator of iron transcription protein 2)	AFT2 CAALFM_C207170CA CaO19.2272 CaO19.9812	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	798	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; cell adhesion [GO:0007155]; cellular response to oxidative stress [GO:0034599]; cellular response to starvation [GO:0009267]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:0036180]; filamentous growth of a population of unicellular organisms in response to starvation [GO:0036170]; intracellular iron ion homeostasis [GO:0006879]; invasive filamentous growth [GO:0036267]; positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus [GO:1900445]; positive regulation of filamentous growth of a population of unicellular organisms in response to starvation [GO:1900436]; positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation [GO:0036086]; regulation of DNA-templated transcription [GO:0006355]
A0A1D8PP06	A0A1D8PP06	unreviewed	A0A1D8PP06_CANAL	Signal recognition particle receptor subunit alpha	SRP101 CAALFM_C504670WA orf19.11434	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	535	endoplasmic reticulum membrane [GO:0005789]; signal recognition particle receptor complex [GO:0005785]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]; protein targeting to ER [GO:0045047]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]
Q59SK8	Q59SK8	unreviewed	Q59SK8_CANAL	Translation machinery-associated protein 22	CAALFM_C400770CA orf19.11640	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	244	ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]; formation of translation preinitiation complex [GO:0001731]; translation reinitiation [GO:0002188]
Q5A6Q6	Q5A6Q6	unreviewed	Q5A6Q6_CANAL	Mitochondrial 37S ribosomal protein NAM9	CAALFM_CR04140WA orf19.8128	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	461	mitochondrial small ribosomal subunit [GO:0005763]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal small subunit biogenesis [GO:0042274]
Q5AGY0	Q5AGY0	unreviewed	Q5AGY0_CANAL	Protein transport protein SEC23	CAALFM_C701660CA orf19.13911	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	815	COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; GTPase activator activity [GO:0005096]; zinc ion binding [GO:0008270]; COPII-coated vesicle cargo loading [GO:0090110]; intracellular protein transport [GO:0006886]
O93803	O93803	reviewed	CET1_CANAL	mRNA-capping enzyme subunit beta (EC 3.6.1.74) (mRNA 5'-phosphatase) (mRNA 5'-triphosphate monophosphatase)	CET1 CAALFM_CR02090CA CaO19.10140 CaO19.2609	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	520	mRNA cap methyltransferase complex [GO:0031533]; ATP hydrolysis activity [GO:0016887]; mRNA 5'-phosphatase activity [GO:0140818]; polynucleotide 5'-phosphatase activity [GO:0004651]; 7-methylguanosine mRNA capping [GO:0006370]; polynucleotide 5' dephosphorylation [GO:0098507]
A0A1D8PGH8	A0A1D8PGH8	unreviewed	A0A1D8PGH8_CANAL	Integrase catalytic domain-containing protein	CAALFM_C201800WA orf19.1490.1	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	95	cytoplasm [GO:0005737]; nucleus [GO:0005634]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; DNA integration [GO:0015074]
A0A1D8PH08	A0A1D8PH08	unreviewed	A0A1D8PH08_CANAL	Cytochrome c oxidase subunit 6, mitochondrial (Cytochrome c oxidase polypeptide VI)	COX6 CAALFM_C203470CA orf19.873.1	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	150	mitochondrial respiratory chain complex IV [GO:0005751]; plasma membrane [GO:0005886]; cytochrome-c oxidase activity [GO:0004129]; metal ion binding [GO:0046872]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]
A0A1D8PSZ0	A0A1D8PSZ0	unreviewed	A0A1D8PSZ0_CANAL	Ife2p	IFE2 CAALFM_CR05340CA orf19.5288	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	435	(R,R)-butanediol dehydrogenase activity [GO:0000721]; zinc ion binding [GO:0008270]; butanediol biosynthetic process [GO:0034079]
Q9P8V9	Q9P8V9	reviewed	LIP8_CANAL	Lipase 8 (EC 3.1.1.3)	LIP8 CAALFM_C703300CA CaO19.8925	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	460	extracellular region [GO:0005576]; lipase activity [GO:0016298]; triglyceride lipase activity [GO:0004806]; lipid catabolic process [GO:0016042]
A0A1D8PM00	A0A1D8PM00	unreviewed	A0A1D8PM00_CANAL	Uncharacterized protein	CAALFM_C404110WA orf19.5299.1	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	45	
Q59YF0	Q59YF0	reviewed	SSO2_CANAL	Protein transport protein SSO2	SSO2 CAALFM_C209740WA CaO19.1376 CaO19.8956	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	295	endomembrane system [GO:0012505]; extracellular vesicle [GO:1903561]; plasma membrane [GO:0005886]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; exocytosis [GO:0006887]; hyphal growth [GO:0030448]; intracellular protein transport [GO:0006886]; protein secretion [GO:0009306]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]
A0A1D8PJT2	A0A1D8PJT2	unreviewed	A0A1D8PJT2_CANAL	Prohibitin	CAALFM_C303590WA orf19.7990	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	283	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; mitochondrion organization [GO:0007005]
Q5AG71	Q5AG71	reviewed	HSL1_CANAL	Serine/threonine-protein kinase HSL1 (EC 2.7.11.1)	HSL1 CAALFM_C502840CA CaO19.11784 CaO19.4308	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	1462	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; septin ring [GO:0005940]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; biological process involved in interaction with host [GO:0051701]; cellular response to glucose starvation [GO:0042149]; filamentous growth [GO:0030447]; filamentous growth of a population of unicellular organisms [GO:0044182]; intracellular signal transduction [GO:0035556]; invasive growth in response to glucose limitation [GO:0001403]; negative regulation of filamentous growth [GO:0060258]; negative regulation of filamentous growth of a population of unicellular organisms [GO:1900429]; negative regulation of pseudohyphal growth [GO:2000221]; phosphorylation [GO:0016310]; pseudohyphal growth [GO:0007124]; regulation of cell cycle [GO:0051726]
A0A1D8PHZ9	A0A1D8PHZ9	unreviewed	A0A1D8PHZ9_CANAL	EamA domain-containing protein	CAALFM_C207760WA orf19.9749	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	368	membrane [GO:0016020]
Q59KV8	Q59KV8	unreviewed	Q59KV8_CANAL	Lipid-binding protein	LSP1 CAALFM_C206730WA orf19.10659	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	317	eisosome [GO:0032126]; eisosome filament [GO:0036286]; plasma membrane [GO:0005886]; lipid binding [GO:0008289]; eisosome assembly [GO:0070941]; endocytosis [GO:0006897]
A0A1D8PEE0	A0A1D8PEE0	unreviewed	A0A1D8PEE0_CANAL	Uncharacterized protein	CAALFM_C108710WA orf19.12192	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	240	
A0A1D8PQQ2	A0A1D8PQQ2	unreviewed	A0A1D8PQQ2_CANAL	PSP1 C-terminal domain-containing protein	CAALFM_C700880CA orf19.7028	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	918	cytoplasm [GO:0005737]
