From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
O32983	O32983	reviewed	RL23_MYCLE	Large ribosomal subunit protein uL23 (50S ribosomal protein L23)	rplW ML1861 MLCB2492.04	Mycobacterium leprae (strain TN)	100	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
P30761	P30761	reviewed	RPOC_MYCLE	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC ML1890	Mycobacterium leprae (strain TN)	1316	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
Q9CDD2	Q9CDD2	reviewed	RRAAH_MYCLE	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	ML0066	Mycobacterium leprae (strain TN)	157	4-hydroxy-4-methyl-2-oxoglutarate aldolase activity [GO:0047443]; metal ion binding [GO:0046872]; oxaloacetate decarboxylase activity [GO:0008948]; ribonuclease inhibitor activity [GO:0008428]; regulation of RNA metabolic process [GO:0051252]
Q9CC34	Q9CC34	unreviewed	Q9CC34_MYCLE	Possible long-chain acyl-CoA synthase	ML1346	Mycobacterium leprae (strain TN)	1002	catalytic activity [GO:0003824]; organic substance metabolic process [GO:0071704]
O69519	O69519	reviewed	Y2330_MYCLE	Nucleoid-associated protein ML2330	ML2330 MLCB2407.20	Mycobacterium leprae (strain TN)	116	bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]; DNA binding [GO:0003677]
Q9CCC8	Q9CCC8	unreviewed	Q9CCC8_MYCLE	Integral membrane protein	ML0956	Mycobacterium leprae (strain TN)	169	membrane [GO:0016020]
Q9CBC7	Q9CBC7	unreviewed	Q9CBC7_MYCLE	DUF1416 domain-containing protein	ML2199	Mycobacterium leprae (strain TN)	100	
Q7APV1	Q7APV1	unreviewed	Q7APV1_MYCLE	Possible cytochrome C biogenesis protein	ML2409	Mycobacterium leprae (strain TN)	327	membrane [GO:0016020]; heme binding [GO:0020037]; cytochrome complex assembly [GO:0017004]
Q9CCA0	Q9CCA0	unreviewed	Q9CCA0_MYCLE	Magnesium transport protein CorA	corA ML1090	Mycobacterium leprae (strain TN)	369	plasma membrane [GO:0005886]; cobalt ion transmembrane transporter activity [GO:0015087]; magnesium ion transmembrane transporter activity [GO:0015095]
Q9CB26	Q9CB26	reviewed	CLPB_MYCLE	Chaperone protein ClpB	clpB ML2490	Mycobacterium leprae (strain TN)	848	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; protein refolding [GO:0042026]; response to heat [GO:0009408]
Q9CBX2	Q9CBX2	unreviewed	Q9CBX2_MYCLE	Large ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA)	bipA ML1498	Mycobacterium leprae (strain TN)	628	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; translation elongation factor activity [GO:0003746]; tRNA binding [GO:0000049]; ribosomal large subunit assembly [GO:0000027]
Q9CBF5	Q9CBF5	unreviewed	Q9CBF5_MYCLE	Alkyl hydroperoxide reductase	ahpC ML2042	Mycobacterium leprae (strain TN)	195	antioxidant activity [GO:0016209]; oxidoreductase activity [GO:0016491]
Q9CCS7	Q9CCS7	unreviewed	Q9CCS7_MYCLE	Shikimate 5-dehydrogenase	aroE ML0515	Mycobacterium leprae (strain TN)	278	cytoplasm [GO:0005737]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]
Q49630	Q49630	unreviewed	Q49630_MYCLE	Conserved membrane protein	ML1233	Mycobacterium leprae (strain TN)	230	membrane [GO:0016020]
Q9CCB0	Q9CCB0	unreviewed	Q9CCB0_MYCLE	Succinyl-diaminopimelate desuccinylase	dapE ML1059	Mycobacterium leprae (strain TN)	354	succinyl-diaminopimelate desuccinylase activity [GO:0009014]; lysine biosynthetic process via diaminopimelate [GO:0009089]
Q7APU6	Q7APU6	unreviewed	Q7APU6_MYCLE	Uncharacterized protein	ML2557	Mycobacterium leprae (strain TN)	98	
Q9CBR7	Q9CBR7	unreviewed	Q9CBR7_MYCLE	ACT domain-containing protein	ML1704	Mycobacterium leprae (strain TN)	232	
Q7AQ46	Q7AQ46	unreviewed	Q7AQ46_MYCLE	Conserved membrane protein	ML1544	Mycobacterium leprae (strain TN)	506	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]
Q50023	Q50023	reviewed	PURL_MYCLE	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	purL ML2211 MLCB5.30	Mycobacterium leprae (strain TN)	754	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]
Q9CCS0	Q9CCS0	reviewed	EFP_MYCLE	Elongation factor P (EF-P)	efp ML0522	Mycobacterium leprae (strain TN)	187	cytoplasm [GO:0005737]; translation elongation factor activity [GO:0003746]
Q9Z5K4	Q9Z5K4	reviewed	TESA_MYCLE	Thioesterase TesA (EC 3.1.2.-)	tesA ML2359 MLCB12.04c	Mycobacterium leprae (strain TN)	261	acyl-CoA hydrolase activity [GO:0047617]; biosynthetic process [GO:0009058]; lipid metabolic process [GO:0006629]
Q9ZBM2	Q9ZBM2	reviewed	PSS_MYCLE	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	pssA ML0310 MLCB1450.12	Mycobacterium leprae (strain TN)	300	plasma membrane [GO:0005886]; CDP-diacylglycerol-serine O-phosphatidyltransferase activity [GO:0003882]; phospholipid biosynthetic process [GO:0008654]
Q7AQ71	Q7AQ71	unreviewed	Q7AQ71_MYCLE	tRNA (adenine(58)-N(1))-methyltransferase TrmI (EC 2.1.1.220)	ML1313	Mycobacterium leprae (strain TN)	281	tRNA (m1A) methyltransferase complex [GO:0031515]; tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]
Q9CC33	Q9CC33	unreviewed	Q9CC33_MYCLE	UPF0434 protein ML1347	ML1347	Mycobacterium leprae (strain TN)	77	
Q9CC50	Q9CC50	unreviewed	Q9CC50_MYCLE	Conserved membrane protein	ML1276	Mycobacterium leprae (strain TN)	146	membrane [GO:0016020]
Q9CBQ1	Q9CBQ1	unreviewed	Q9CBQ1_MYCLE	TetR-family transcriptional regulator	ML1733	Mycobacterium leprae (strain TN)	275	membrane [GO:0016020]; DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]
Q7AQ86	Q7AQ86	unreviewed	Q7AQ86_MYCLE	Rv2525c-like glycoside hydrolase-like domain-containing protein	ML1190	Mycobacterium leprae (strain TN)	239	
Q7AQB5	Q7AQB5	unreviewed	Q7AQB5_MYCLE	Possible conserved membrane protein	ML1004	Mycobacterium leprae (strain TN)	164	
Q9CCM7	Q9CCM7	unreviewed	Q9CCM7_MYCLE	endopeptidase La (EC 3.4.21.53)	ML0643	Mycobacterium leprae (strain TN)	340	ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]
Q9CC84	Q9CC84	unreviewed	Q9CC84_MYCLE	Calcineurin-like phosphoesterase domain-containing protein	ML1119	Mycobacterium leprae (strain TN)	383	hydrolase activity [GO:0016787]
O32997	O32997	reviewed	RS8_MYCLE	Small ribosomal subunit protein uS8 (30S ribosomal protein S8)	rpsH ML1845 MLCB2492.18	Mycobacterium leprae (strain TN)	132	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q9CCL4	Q9CCL4	unreviewed	Q9CCL4_MYCLE	TetR-family transcriptional regulator	ML0717	Mycobacterium leprae (strain TN)	223	DNA binding [GO:0003677]
O05755	O05755	reviewed	PURS_MYCLE	Phosphoribosylformylglycinamidine synthase subunit PurS (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit III) (FGAR amidotransferase III) (FGAR-AT III) (Phosphoribosylformylglycinamidine synthase subunit III)	ML2219.1 ML2219A MLCB5.24	Mycobacterium leprae (strain TN)	79	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]
Q49723	Q49723	reviewed	Y406_MYCLE	EspC protein homolog	ML0406 B1620_C2_214 MLCL383.02	Mycobacterium leprae (strain TN)	106	protein secretion [GO:0009306]
Q9CB90	Q9CB90	unreviewed	Q9CB90_MYCLE	Hydrolase	ML2303	Mycobacterium leprae (strain TN)	262	hydrolase activity [GO:0016787]
Q9CBW1	Q9CBW1	reviewed	DYR_MYCLE	Dihydrofolate reductase (EC 1.5.1.3)	folA ML1518	Mycobacterium leprae (strain TN)	165	dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; glycine biosynthetic process [GO:0006545]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]
Q9CCY2	Q9CCY2	unreviewed	Q9CCY2_MYCLE	MarR-family regulatory protein	ML2696	Mycobacterium leprae (strain TN)	243	DNA-binding transcription factor activity [GO:0003700]
O32881	O32881	reviewed	SSRP_MYCLE	SsrA-binding protein (Small protein B)	smpB ML0671 MLCB1779.19c	Mycobacterium leprae (strain TN)	160	cytoplasm [GO:0005737]; RNA binding [GO:0003723]; trans-translation [GO:0070929]
Q9CDC5	Q9CDC5	unreviewed	Q9CDC5_MYCLE	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	glpQ ML0074	Mycobacterium leprae (strain TN)	271	glycerophosphodiester phosphodiesterase activity [GO:0008889]; lipid metabolic process [GO:0006629]
Q7APZ9	Q7APZ9	unreviewed	Q7APZ9_MYCLE	Possible dehydrogenase	ML2061	Mycobacterium leprae (strain TN)	466	membrane [GO:0016020]; NADH dehydrogenase activity [GO:0003954]; NADH oxidation [GO:0006116]
Q9CC52	Q9CC52	reviewed	LGT_MYCLE	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	lgt ML1274	Mycobacterium leprae (strain TN)	330	plasma membrane [GO:0005886]; phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]; lipoprotein biosynthetic process [GO:0042158]
P30766	P30766	reviewed	RS12_MYCLE	Small ribosomal subunit protein uS12 (30S ribosomal protein S12)	rpsL ML1880	Mycobacterium leprae (strain TN)	124	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
P37939	P37939	reviewed	RNPH_MYCLE	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph rnpH rphA ML1174 B1549_C1_182	Mycobacterium leprae (strain TN)	259	3'-5'-RNA exonuclease activity [GO:0000175]; tRNA binding [GO:0000049]; tRNA nucleotidyltransferase activity [GO:0009022]; rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
Q9CBT5	Q9CBT5	reviewed	SMC_MYCLE	Chromosome partition protein Smc	smc ML1629 MLCB250.01	Mycobacterium leprae (strain TN)	1203	chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; chromosome condensation [GO:0030261]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]; sister chromatid cohesion [GO:0007062]
Q9CBH3	Q9CBH3	unreviewed	Q9CBH3_MYCLE	Secreted protein	ML1979	Mycobacterium leprae (strain TN)	135	
Q9CBF7	Q9CBF7	unreviewed	Q9CBF7_MYCLE	Cyclase	ML2031	Mycobacterium leprae (strain TN)	151	
Q9CBE7	Q9CBE7	unreviewed	Q9CBE7_MYCLE	Cytochrome p450	ML2088	Mycobacterium leprae (strain TN)	434	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
Q50008	Q50008	reviewed	CGOX_MYCLE	Coproporphyrinogen III oxidase (EC 1.3.3.15)	cgoX hemY ML1044	Mycobacterium leprae (strain TN)	451	cytoplasm [GO:0005737]; oxygen-dependent protoporphyrinogen oxidase activity [GO:0004729]; heme biosynthetic process [GO:0006783]
Q9CD86	Q9CD86	reviewed	PHMT_MYCLE	Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase (EC 2.1.1.-)	ML0130	Mycobacterium leprae (strain TN)	270	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; lipid metabolic process [GO:0006629]; methylation [GO:0032259]
Q7AQK3	Q7AQK3	unreviewed	Q7AQK3_MYCLE	DUF3151 domain-containing protein	ML0284	Mycobacterium leprae (strain TN)	137	
Q49622	Q49622	reviewed	NADA_MYCLE	Quinolinate synthase (EC 2.5.1.72)	nadA ML1225 B1170_C2_201	Mycobacterium leprae (strain TN)	352	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; quinolinate synthetase A activity [GO:0008987]; NAD biosynthetic process [GO:0009435]
Q7APV3	Q7APV3	unreviewed	Q7APV3_MYCLE	Mycothiol S-conjugate amidase (EC 3.5.1.115)	mca ML2391	Mycobacterium leprae (strain TN)	290	hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]; mycothiol metabolic process [GO:0010126]; mycothiol-dependent detoxification [GO:0010127]
P54079	P54079	reviewed	TATA_MYCLE	Sec-independent protein translocase protein TatA	tatA ML1331 B2126_C1_182 MLCB2533.27 u2126b	Mycobacterium leprae (strain TN)	88	TAT protein transport complex [GO:0033281]; protein transmembrane transporter activity [GO:0008320]; protein transport by the Tat complex [GO:0043953]
Q7AQ77	Q7AQ77	unreviewed	Q7AQ77_MYCLE	Antiporter	ML1267	Mycobacterium leprae (strain TN)	364	membrane [GO:0016020]; transmembrane transport [GO:0055085]
Q9CD24	Q9CD24	unreviewed	Q9CD24_MYCLE	Aminoglycoside 2'-N-acetyltransferase	aac ML2551	Mycobacterium leprae (strain TN)	182	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
Q9CCZ7	Q9CCZ7	unreviewed	Q9CCZ7_MYCLE	proton-translocating NAD(P)(+) transhydrogenase (EC 7.1.1.1)	pntAB ML2635	Mycobacterium leprae (strain TN)	112	membrane [GO:0016020]
Q9CBX6	Q9CBX6	reviewed	FBIC_MYCLE	FO synthase [Includes: 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase (EC 4.3.1.32); 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase (EC 2.5.1.147)]	fbiC ML1492	Mycobacterium leprae (strain TN)	863	4 iron, 4 sulfur cluster binding [GO:0051539]; 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase activity [GO:0044689]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]
Q7AQ99	Q7AQ99	unreviewed	Q7AQ99_MYCLE	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	dapD ML1058	Mycobacterium leprae (strain TN)	317	cytoplasm [GO:0005737]; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity [GO:0008666]; magnesium ion binding [GO:0000287]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
O33000	O33000	reviewed	RS5_MYCLE	Small ribosomal subunit protein uS5 (30S ribosomal protein S5)	rpsE ML1842 MLCB2492.21	Mycobacterium leprae (strain TN)	217	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q50203	Q50203	reviewed	RSMG_MYCLE	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.-) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase) (Glucose-inhibited division protein B)	rsmG gidB ML2708	Mycobacterium leprae (strain TN)	245	cytoplasm [GO:0005737]; rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]
Q7AQ21	Q7AQ21	unreviewed	Q7AQ21_MYCLE	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.2)	ML1835	Mycobacterium leprae (strain TN)	227	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]
Q7AQD2	Q7AQD2	unreviewed	Q7AQD2_MYCLE	DNA-binding protein	ML0898	Mycobacterium leprae (strain TN)	134	DNA binding [GO:0003677]
Q9CBM1	Q9CBM1	unreviewed	Q9CBM1_MYCLE	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	inhA ML1806	Mycobacterium leprae (strain TN)	269	enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; trans-2-enoyl-CoA reductase (NAD+) activity [GO:0050343]; fatty acid biosynthetic process [GO:0006633]
Q9CD22	Q9CD22	unreviewed	Q9CD22_MYCLE	MaoC-like domain-containing protein	ML2566	Mycobacterium leprae (strain TN)	300	fatty acid synthase complex [GO:0005835]; fatty acid synthase activity [GO:0004312]; fatty acid biosynthetic process [GO:0006633]
Q49646	Q49646	reviewed	Y489_MYCLE	Uncharacterized lipoprotein ML0489	ML0489 B1177_C2_197 MLCB1259.07	Mycobacterium leprae (strain TN)	555	plasma membrane [GO:0005886]
Q9CBP8	Q9CBP8	unreviewed	Q9CBP8_MYCLE	Glutaredoxin-like protein NrdH	nrdH ML1736	Mycobacterium leprae (strain TN)	80	cell redox homeostasis [GO:0045454]
Q7AQC8	Q7AQC8	unreviewed	Q7AQC8_MYCLE	N-acetyltransferase domain-containing protein	ML0903	Mycobacterium leprae (strain TN)	210	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
P43315	P43315	reviewed	BFR_MYCLE	Bacterioferritin (BFR) (EC 1.16.3.1) (Major membrane protein II) (MMP-II)	bfr bfrA ML2038	Mycobacterium leprae (strain TN)	159	cytosol [GO:0005829]; membrane [GO:0016020]; ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]
Q7APU8	Q7APU8	unreviewed	Q7APU8_MYCLE	Possible DNA-binding protein	ML2429	Mycobacterium leprae (strain TN)	86	DNA binding [GO:0003677]
Q7AQ59	Q7AQ59	unreviewed	Q7AQ59_MYCLE	Segregation and condensation protein B	ML1369	Mycobacterium leprae (strain TN)	231	cell division [GO:0051301]; chromosome separation [GO:0051304]
Q7AQB2	Q7AQB2	unreviewed	Q7AQB2_MYCLE	Possible conserved integral membrane protein	ML1017	Mycobacterium leprae (strain TN)	330	membrane [GO:0016020]
Q7AQ45	Q7AQ45	unreviewed	Q7AQ45_MYCLE	4'-phosphopantetheinyl transferase	ML1547	Mycobacterium leprae (strain TN)	227	enterobactin synthetase complex [GO:0009366]; holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]; enterobactin biosynthetic process [GO:0009239]
P53425	P53425	reviewed	Y1167_MYCLE	Uncharacterized aminopeptidase ML1167 (EC 3.4.11.-)	ML1167 B1549_C2_208	Mycobacterium leprae (strain TN)	362	plasma membrane [GO:0005886]; aminopeptidase activity [GO:0004177]; proteolysis [GO:0006508]
Q9CC14	Q9CC14	reviewed	ARGJ_MYCLE	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	argJ ML1407	Mycobacterium leprae (strain TN)	407	cytoplasm [GO:0005737]; acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042]; glutamate N-acetyltransferase activity [GO:0004358]; methione N-acyltransferase activity [GO:0103045]; arginine biosynthetic process [GO:0006526]
Q7AQ98	Q7AQ98	unreviewed	Q7AQ98_MYCLE	Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1)	ML1061	Mycobacterium leprae (strain TN)	187	N6-(Delta2-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase activity [GO:0102682]; cytokinin biosynthetic process [GO:0009691]
Q9CCC9	Q9CCC9	unreviewed	Q9CCC9_MYCLE	Uncharacterized protein	ML0953	Mycobacterium leprae (strain TN)	79	
Q9CBL1	Q9CBL1	unreviewed	Q9CBL1_MYCLE	Thioredoxin	trxB ML1818	Mycobacterium leprae (strain TN)	130	
Q7AQ47	Q7AQ47	unreviewed	Q7AQ47_MYCLE	Possible SpoIIIE-family membrane protein	ML1543	Mycobacterium leprae (strain TN)	1345	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]
Q57240	Q57240	reviewed	Y396_MYCLE	Uncharacterized protein ML0396/ML2692	ML0396; ML2692 B1620_F3_113 L222-ORF2	Mycobacterium leprae (strain TN)	369	inositol-3-phosphate synthase activity [GO:0004512]; inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]
Q9CB33	Q9CB33	unreviewed	Q9CB33_MYCLE	tRNA adenosine deaminase	ML2473	Mycobacterium leprae (strain TN)	159	
Q9CCM8	Q9CCM8	unreviewed	Q9CCM8_MYCLE	ABC1 atypical kinase-like domain-containing protein	ML0640	Mycobacterium leprae (strain TN)	473	
Q9CD70	Q9CD70	unreviewed	Q9CD70_MYCLE	34 kDa antigen	ML0158	Mycobacterium leprae (strain TN)	314	membrane [GO:0016020]
P30765	P30765	reviewed	RS10_MYCLE	Small ribosomal subunit protein uS10 (30S ribosomal protein S10)	rpsJ ML1864	Mycobacterium leprae (strain TN)	101	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
P46839	P46839	reviewed	CTPA_MYCLE	Copper-exporting P-type ATPase (EC 7.2.2.8) (Copper-exporting P-type ATPase A)	ctpA ML1987	Mycobacterium leprae (strain TN)	780	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]; P-type monovalent copper transporter activity [GO:0140581]
Q9CBE5	Q9CBE5	reviewed	PSTS3_MYCLE	Phosphate-binding protein PstS 3 (PBP 3) (PstS-3)	pstS2 phoS2 ML2095	Mycobacterium leprae (strain TN)	369	ATP-binding cassette (ABC) transporter complex [GO:0043190]; phosphate ion binding [GO:0042301]; phosphate ion transmembrane transport [GO:0035435]
Q9CD04	Q9CD04	unreviewed	Q9CD04_MYCLE	Probable conserved membrane protein	ML2600	Mycobacterium leprae (strain TN)	465	membrane [GO:0016020]
