From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
Q7CR74	Q7CR74	unreviewed	Q7CR74_SALTY	Periplasmic protein	STM0156	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	263	
Q8ZK72	Q8ZK72	unreviewed	Q8ZK72_SALTY	Cytoplasmic protein	ytfK STM4406	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	90	
P65534	P65534	reviewed	NDK_SALTY	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk STM2526	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	143	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; phosphorylation [GO:0016310]; purine nucleotide metabolic process [GO:0006163]; pyrimidine nucleotide metabolic process [GO:0006220]; UTP biosynthetic process [GO:0006228]
Q8ZRB7	Q8ZRB7	unreviewed	Q8ZRB7_SALTY	ABC transporter periplasmic binding protein	ybaE STM0456	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	566	outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]
Q8ZP70	Q8ZP70	unreviewed	Q8ZP70_SALTY	LysR family transcriptional regulator	STM1677	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	301	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; DNA-templated transcription [GO:0006351]
Q8ZMK0	Q8ZMK0	unreviewed	Q8ZMK0_SALTY	Glucitol (Sorbitol)-6-phosphate dehydrogenase (EC 1.1.1.140)	srlD STM2835	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	259	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; sorbitol-6-phosphate 2-dehydrogenase activity [GO:0009010]
Q7CPP6	Q7CPP6	unreviewed	Q7CPP6_SALTY	Octaprenyl diphosphate synthase (EC 2.5.1.-)	ispB STM3305	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	323	prenyltransferase activity [GO:0004659]; isoprenoid biosynthetic process [GO:0008299]
H9L474	H9L474	unreviewed	H9L474_SALTY	Transcriptional regulator	sprB STM2866	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	251	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]
P54698	P54698	reviewed	RCSA_SALTY	Transcriptional regulatory protein RcsA	rcsA STM1982	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	207	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]; response to stimulus [GO:0050896]
Q8ZNA1	Q8ZNA1	unreviewed	Q8ZNA1_SALTY	Oxidoreductase	STM2406	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	332	metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; methylglyoxal catabolic process [GO:0051596]
Q8ZNL7	Q8ZNL7	reviewed	PREA_SALTY	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (DPD) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	preA yeiA STM2187	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	411	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; dihydropyrimidine dehydrogenase (NAD+) activity [GO:0004159]; metal ion binding [GO:0046872]; NADH dehydrogenase activity [GO:0003954]; pyrimidine nucleobase catabolic process [GO:0006208]
P65817	P65817	reviewed	HTPX_SALTY	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	htpX STM1844	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	293	plasma membrane [GO:0005886]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]
Q8ZPT6	Q8ZPT6	unreviewed	Q8ZPT6_SALTY	Cytoplasmic protein	ydiZ STM1325	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	96	RNA endonuclease activity [GO:0004521]
Q8ZP95	Q8ZP95	unreviewed	Q8ZP95_SALTY	ATP-dependent helicase	hrpA STM1641	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1300	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; helicase activity [GO:0004386]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
Q7CPD5	Q7CPD5	unreviewed	Q7CPD5_SALTY	Sec-independent protein translocase protein TatC	tatC STM3975	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	259	TAT protein transport complex [GO:0033281]; proton motive force dependent protein transmembrane transporter activity [GO:0009977]; intracellular protein transmembrane transport [GO:0065002]; protein transport by the Tat complex [GO:0043953]
P74883	P74883	reviewed	PUR5_SALTY	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM STM2499	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	345	cytosol [GO:0005829]; ATP binding [GO:0005524]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; 'de novo' IMP biosynthetic process [GO:0006189]; adenine biosynthetic process [GO:0046084]; purine nucleotide biosynthetic process [GO:0006164]
Q8ZLB3	Q8ZLB3	unreviewed	Q8ZLB3_SALTY	HAAAP family transport protein	yhjV STM3625	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	432	plasma membrane [GO:0005886]; amino acid transmembrane transport [GO:0003333]
Q8ZKQ0	Q8ZKQ0	reviewed	LSRF_SALTY	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (EC 2.3.1.245)	lsrF STM4078	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	291	cytoplasm [GO:0005737]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; fructose-bisphosphate aldolase activity [GO:0004332]
Q8ZPF0	Q8ZPF0	unreviewed	Q8ZPF0_SALTY	Malto-oligosyltrehalose trehalohydrolase (MTHase) (EC 3.2.1.141) (4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase) (Maltooligosyl trehalose trehalohydrolase)	STM1560	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	594	cytoplasm [GO:0005737]; 4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity [GO:0033942]; metal ion binding [GO:0046872]; trehalose biosynthetic process [GO:0005992]
Q8XEK9	Q8XEK9	unreviewed	Q8XEK9_SALTY	Permease	STM2280	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	396	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
Q8ZKB3	Q8ZKB3	unreviewed	Q8ZKB3_SALTY	Inner membrane protein	yjeO STM4346	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	104	membrane [GO:0016020]
Q8ZP23	Q8ZP23	unreviewed	Q8ZP23_SALTY	Cytochrome oxidase, subunit II (EC 1.10.3.-)	STM1793	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	378	cytochrome complex [GO:0070069]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic electron transport chain [GO:0019646]
Q8ZQB2	Q8ZQB2	unreviewed	Q8ZQB2_SALTY	Leucine response regulator	STM1001	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	153	cytosol [GO:0005829]; sequence-specific DNA binding [GO:0043565]; regulation of DNA-templated transcription [GO:0006355]; response to amino acid [GO:0043200]
Q8ZNX0	Q8ZNX0	unreviewed	Q8ZNX0_SALTY	Amidohydrolase	STM1877	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	218	nitrogen compound metabolic process [GO:0006807]
P0A1T4	P0A1T4	reviewed	FUMD_SALTY	Fumarase D (EC 4.2.1.2)	fumD ydhZ STM1388	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	70	fumarate hydratase activity [GO:0004333]
P02911	P02911	reviewed	ARGT_SALTY	Lysine/arginine/ornithine-binding periplasmic protein (LAO-binding protein)	argT STM2355	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	260	outer membrane-bounded periplasmic space [GO:0030288]; amino acid transport [GO:0006865]
Q8ZQK3	Q8ZQK3	unreviewed	Q8ZQK3_SALTY	Inner membrane protein	ybjM STM0871	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	125	membrane [GO:0016020]
Q8ZNF0	Q8ZNF0	reviewed	ARNF_SALTY	Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF (L-Ara4N-phosphoundecaprenol flippase subunit ArnF) (Undecaprenyl phosphate-aminoarabinose flippase subunit ArnF)	arnF STM2303	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	125	plasma membrane [GO:0005886]; carbohydrate derivative transmembrane transporter activity [GO:1901505]; transmembrane transporter activity [GO:0022857]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]; response to chemical [GO:0042221]; transmembrane transport [GO:0055085]
P0A251	P0A251	reviewed	AHPC_SALTY	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Alkyl hydroperoxide reductase protein C22) (Peroxiredoxin) (Thioredoxin peroxidase)	ahpC STM0608	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	187	cytosol [GO:0005829]; NADH-dependent peroxiredoxin activity [GO:0102039]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
Q7CQ61	Q7CQ61	unreviewed	Q7CQ61_SALTY	Periplasmic nitrate reductase, electron transfer subunit (Diheme cytochrome c NapB)	napB STM2256	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	149	periplasmic space [GO:0042597]; metal ion binding [GO:0046872]; anaerobic respiration [GO:0009061]
Q8ZM86	Q8ZM86	reviewed	VAPC_SALTY	tRNA(fMet)-specific endonuclease VapC (EC 3.1.-.-) (RNase VapC) (Toxin VapC)	vapC STM3033	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	132	endonuclease activity [GO:0004519]; magnesium ion binding [GO:0000287]; RNA nuclease activity [GO:0004540]
Q8ZMX0	Q8ZMX0	unreviewed	Q8ZMX0_SALTY	Cytoplasmic protein	STM2655	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	151	
P67693	P67693	reviewed	ZAPD_SALTY	Cell division protein ZapD (Z ring-associated protein D)	zapD STM0139	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	247	cell division site [GO:0032153]; cytoplasm [GO:0005737]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]
Q8ZJX1	Q8ZJX1	unreviewed	Q8ZJX1_SALTY	Transcriptional regulator (Activator) of bgl operon	bglJ STM4548	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	224	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]
Q93GM6	Q93GM6	unreviewed	Q93GM6_SALTY	Conjugative transfer	trbE PSLT096	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	71	membrane [GO:0016020]
Q9XDN0	Q9XDN0	reviewed	PDUQ_SALTY	1-propanol dehydrogenase PduQ (EC 1.1.-.-) (Propanediol utilization protein PduQ)	pduQ STM2052	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	370	propanediol degradation polyhedral organelle [GO:0031472]; alcohol dehydrogenase (NAD+) activity [GO:0004022]; iron ion binding [GO:0005506]; propanediol catabolic process [GO:0051144]
Q8ZPE6	Q8ZPE6	unreviewed	Q8ZPE6_SALTY	Formate dehydrogenase iron-sulfur subunit	fdnH STM1569	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	294	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; cellular respiration [GO:0045333]; formate oxidation [GO:0015944]
O52326	O52326	reviewed	ARND_SALTY	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD pbgP4 pmrJ STM2300	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	299	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; 4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process [GO:0036108]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide biosynthetic process [GO:0009103]; response to antibiotic [GO:0046677]
Q8ZNN8	Q8ZNN8	unreviewed	Q8ZNN8_SALTY	Outer membrane lipoprotein	stcD STM2149	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	335	pilus [GO:0009289]; cell adhesion [GO:0007155]
P26464	P26464	reviewed	DPO3B_SALTY	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta)	dnaN STM3837	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	366	cytoplasm [GO:0005737]; DNA polymerase III complex [GO:0009360]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA strand elongation involved in DNA replication [GO:0006271]
Q7CPJ5	Q7CPJ5	unreviewed	Q7CPJ5_SALTY	Inner membrane protein	yhhN STM3575	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	208	membrane [GO:0016020]; hydrolase activity [GO:0016787]
Q8ZPK1	Q8ZPK1	reviewed	OSMY_SALTY	Osmoprotectant import permease protein OsmY	osmY STM1494	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	236	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
Q8ZKU4	Q8ZKU4	unreviewed	Q8ZKU4_SALTY	Inner membrane protein	STM4011	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	292	
Q9L9K2	Q9L9K2	unreviewed	Q9L9K2_SALTY	Cytoplasmic protein (STMF1.42 protein)	STMF1.42 STM4141	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	57	
Q7CQ52	Q7CQ52	unreviewed	Q7CQ52_SALTY	NADH-quinone oxidoreductase subunit J (EC 7.1.1.-)	nuoJ STM2320	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	184	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]
Q8ZNB6	Q8ZNB6	unreviewed	Q8ZNB6_SALTY	Putatiave helix-turn-helix regulatory protein	STM2374	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	82	DNA binding [GO:0003677]
Q7CP77	Q7CP77	reviewed	YJHX_SALTY	UPF0386 protein YjhX	yjhX STM4501	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	85	
Q8ZM73	Q8ZM73	unreviewed	Q8ZM73_SALTY	2-octaprenyl-6-methoxyphynol hydroxylase (EC 1.14.13.-)	ubiH STM3057	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	392	2-octaprenyl-6-methoxyphenol hydroxylase activity [GO:0008681]; FAD binding [GO:0071949]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; ubiquinone biosynthetic process [GO:0006744]
P0A2S4	P0A2S4	reviewed	MARA_SALTY	Multiple antibiotic resistance protein MarA	marA STM1519	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	127	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; response to antibiotic [GO:0046677]
Q8ZQD1	Q8ZQD1	unreviewed	Q8ZQD1_SALTY	APC family, amino-acid transporter	ycaM STM0969	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	473	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
Q8ZQD0	Q8ZQD0	unreviewed	Q8ZQD0_SALTY	Pyruvate formate-lyase-activating enzyme (EC 1.97.1.4)	pflA STM0970	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	274	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; [formate-C-acetyltransferase]-activating enzyme activity [GO:0043365]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]
Q9FA48	Q9FA48	unreviewed	Q9FA48_SALTY	Nickel/cobalt efflux system	nxiA STM2783	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	337	plasma membrane [GO:0005886]; nickel cation transmembrane transporter activity [GO:0015099]; cobalt ion transport [GO:0006824]
Q7CPM8	Q7CPM8	reviewed	AAEA_SALTY	p-hydroxybenzoic acid efflux pump subunit AaeA (pHBA efflux pump protein A)	aaeA STM3365	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	310	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
Q8ZR86	Q8ZR86	reviewed	ALLR_SALTY	HTH-type transcriptional repressor AllR (Negative regulator of allantoin and glyoxylate utilization operons)	allR STM0516	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	272	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]
Q7CR09	Q7CR09	unreviewed	Q7CR09_SALTY	Binding-protein-dependent transport systems inner membrane component	sfbC STM0512	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	219	plasma membrane [GO:0005886]; D-methionine transport [GO:0048473]; transmembrane transport [GO:0055085]
Q7CQF9	Q7CQF9	unreviewed	Q7CQF9_SALTY	Cytoplasmic protein	yciF STM1729	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	167	
P0A2P6	P0A2P6	reviewed	XERD_SALTY	Tyrosine recombinase XerD	xerD STM3044	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	298	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; tyrosine-based site-specific recombinase activity [GO:0009037]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA transposition [GO:0006313]
Q8ZMB1	Q8ZMB1	unreviewed	Q8ZMB1_SALTY	Prepilin peptidase dependent protein B	ppdB STM2999	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	187	membrane [GO:0016020]; protein secretion by the type II secretion system [GO:0015628]
P0A2C3	P0A2C3	reviewed	RNPH_SALTY	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph STM3734	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	238	3'-5'-RNA exonuclease activity [GO:0000175]; tRNA binding [GO:0000049]; tRNA nucleotidyltransferase activity [GO:0009022]; rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
P22494	P22494	reviewed	UMUC_SALTY	Protein UmuC	umuC STM1997	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	422	damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; error-prone translesion synthesis [GO:0042276]; SOS response [GO:0009432]
P03022	P03022	reviewed	ARAC_SALTY	Arabinose operon regulatory protein	araC STM0104	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	281	cytoplasm [GO:0005737]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; arabinose catabolic process [GO:0019568]
Q8ZPM8	Q8ZPM8	reviewed	PDXY_SALTY	Pyridoxal kinase PdxY (PL kinase) (EC 2.7.1.35)	pdxY STM1450	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	286	cytosol [GO:0005829]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; pyridoxal kinase activity [GO:0008478]; phosphorylation [GO:0016310]; pyridoxal 5'-phosphate salvage [GO:0009443]
Q93GP8	Q93GP8	unreviewed	Q93GP8_SALTY	Inner membrane protein	PSLT064	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	107	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]
P0DM78	P0DM78	reviewed	PHOP_SALTY	Virulence transcriptional regulatory protein PhoP (Acid shock protein 29) (ASP29)	phoP STM1231	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	224	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]
Q8ZPJ5	Q8ZPJ5	unreviewed	Q8ZPJ5_SALTY	Outer membrane protein	ynfD STM1500	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	102	
Q8ZNJ1	Q8ZNJ1	unreviewed	Q8ZNJ1_SALTY	Tail fiber assembly protein	STM2234	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	175	
P15888	P15888	reviewed	NFSB_SALTY	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-)	nfsB nfnB nfsI STM0578	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	217	cytosol [GO:0005829]; NAD(P)H nitroreductase activity [GO:0018545]; 2,4,6-trinitrotoluene catabolic process [GO:0046256]
P62405	P62405	reviewed	RL5_SALTY	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	rplE STM3428	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	179	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
Q8ZN20	Q8ZN20	unreviewed	Q8ZN20_SALTY	Ferredoxin	yfhL STM2576	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	86	cytoplasm [GO:0005737]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]
Q8ZP96	Q8ZP96	unreviewed	Q8ZP96_SALTY	Inner membrane protein	ydcF STM1640	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	266	plasma membrane [GO:0005886]
