From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A0H3GG52	A0A0H3GG52	unreviewed	A0A0H3GG52_KLEPH	Ribose operon repressor	KPHS_00120	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	327	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]
A0A0H3GUL0	A0A0H3GUL0	unreviewed	A0A0H3GUL0_KLEPH	Glutathione transporter ATP-binding protein	KPHS_16960	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	619	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptide transport [GO:0015833]
A0A0H3H3T2	A0A0H3H3T2	unreviewed	A0A0H3H3T2_KLEPH	Transmembrane protein affecting septum formation and cell membrane permeability	KPHS_48260	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	379	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; response to toxic substance [GO:0009636]
A0A0H3GUW0	A0A0H3GUW0	unreviewed	A0A0H3GUW0_KLEPH	Permease protein	KPHS_31430	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	395	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
A0A0H3GYH3	A0A0H3GYH3	unreviewed	A0A0H3GYH3_KLEPH	Solute-binding protein family 3/N-terminal domain-containing protein	KPHS_28710	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	754	monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
A0A0H3GZV4	A0A0H3GZV4	unreviewed	A0A0H3GZV4_KLEPH	TraF	KPHS_p300470	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	386	plasma membrane [GO:0005886]
A0A0H3GYS5	A0A0H3GYS5	unreviewed	A0A0H3GYS5_KLEPH	Glycosyltransferase	KPHS_51340	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	329	
A0A0H3GP83	A0A0H3GP83	unreviewed	A0A0H3GP83_KLEPH	Molybdenum cofactor biosynthesis protein F	KPHS_13430	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	263	
A0A0H3GYJ0	A0A0H3GYJ0	unreviewed	A0A0H3GYJ0_KLEPH	High-affinity branched-chain amino acid transport ATP-binding protein	KPHS_49690	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	237	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658]
A0A0H3H577	A0A0H3H577	unreviewed	A0A0H3H577_KLEPH	ParB/Sulfiredoxin domain-containing protein	KPHS_p100900	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	234	
A0A0H3GNN9	A0A0H3GNN9	unreviewed	A0A0H3GNN9_KLEPH	Lipoprotein	KPHS_09440	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	271	membrane [GO:0016020]
A0A0H3GU83	A0A0H3GU83	unreviewed	A0A0H3GU83_KLEPH	Inner membrane protein YdcO	KPHS_29130	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	388	membrane [GO:0016020]; benzoate transmembrane transporter activity [GO:0042925]
A0A0H3GW54	A0A0H3GW54	unreviewed	A0A0H3GW54_KLEPH	Oligopeptide ABC transporter membrane protein	KPHS_36780	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	341	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
A0A0H3GXZ9	A0A0H3GXZ9	unreviewed	A0A0H3GXZ9_KLEPH	UPF0306 protein KPHS_46990	KPHS_46990	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	147	
A0A0H3GZ52	A0A0H3GZ52	unreviewed	A0A0H3GZ52_KLEPH	DNA polymerase III	KPHS_p100130	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	164	
A0A0H3GVC9	A0A0H3GVC9	unreviewed	A0A0H3GVC9_KLEPH	Transporter, major facilitator family	KPHS_44400	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	406	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
A0A0H3GN99	A0A0H3GN99	unreviewed	A0A0H3GN99_KLEPH	Secretion monitor	secM KPHS_08190	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	162	cytosol [GO:0005829]; periplasmic space [GO:0042597]; translation regulator activity [GO:0045182]
A0A0H3H4P8	A0A0H3H4P8	unreviewed	A0A0H3H4P8_KLEPH	Dehydrogenase	KPHS_52160	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	287	NADP binding [GO:0050661]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; organic acid catabolic process [GO:0016054]
A0A0H3GS53	A0A0H3GS53	unreviewed	A0A0H3GS53_KLEPH	LuxR/UhpA-family transcriptional activator for cell division	KPHS_34350	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	240	DNA binding [GO:0003677]; cell division [GO:0051301]; regulation of DNA-templated transcription [GO:0006355]
A0A0H3GIY8	A0A0H3GIY8	unreviewed	A0A0H3GIY8_KLEPH	Low-affinity transport system, proline permease II	KPHS_07200	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	434	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
A0A0H3GN33	A0A0H3GN33	unreviewed	A0A0H3GN33_KLEPH	Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein	KPHS_07540	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	77	plasma membrane [GO:0005886]
A0A0H3GXA9	A0A0H3GXA9	unreviewed	A0A0H3GXA9_KLEPH	Glutaminase (EC 3.5.1.2)	glsA KPHS_25660	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	308	glutaminase activity [GO:0004359]; glutamine metabolic process [GO:0006541]
A0A0H3GVF7	A0A0H3GVF7	unreviewed	A0A0H3GVF7_KLEPH	tRNA uridine(34) hydroxylase (EC 1.14.-.-) (tRNA hydroxylation protein O)	trhO KPHS_19460	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	354	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; tRNA modification [GO:0006400]
A0A0H3H286	A0A0H3H286	unreviewed	A0A0H3H286_KLEPH	Propanediol utilization: polyhedral bodies	KPHS_42660	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	94	bacterial microcompartment [GO:0031469]
A0A0H3GLU9	A0A0H3GLU9	unreviewed	A0A0H3GLU9_KLEPH	YdgH/BhsA/McbA-like domain-containing protein	KPHS_16650	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	86	
A0A0H3GUF6	A0A0H3GUF6	unreviewed	A0A0H3GUF6_KLEPH	Short-chain dehydrogenase/reductase SDR	KPHS_16560	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	249	oxidoreductase activity [GO:0016491]
A0A0H3GTH8	A0A0H3GTH8	unreviewed	A0A0H3GTH8_KLEPH	Glycerol dehydratase small subunit	KPHS_46170	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	141	
A0A0H3GWL0	A0A0H3GWL0	unreviewed	A0A0H3GWL0_KLEPH	Uncharacterized protein	KPHS_p300100	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	284	
A0A0H3GR40	A0A0H3GR40	unreviewed	A0A0H3GR40_KLEPH	tryptophan--tRNA ligase (EC 6.1.1.2)	KPHS_05960	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	335	ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]
A0A0H3GLT9	A0A0H3GLT9	unreviewed	A0A0H3GLT9_KLEPH	DNA-binding transcriptional activator OsmE	KPHS_21270	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	112	outer membrane [GO:0019867]; DNA binding [GO:0003677]
A0A0H3GVX6	A0A0H3GVX6	unreviewed	A0A0H3GVX6_KLEPH	pyridoxal kinase (EC 2.7.1.35)	KPHS_38340	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	288	pyridoxal kinase activity [GO:0008478]; phosphorylation [GO:0016310]; pyridoxal 5'-phosphate salvage [GO:0009443]
A0A0H3GQQ8	A0A0H3GQQ8	unreviewed	A0A0H3GQQ8_KLEPH	Lysozyme	KPHS_17280	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	127	membrane [GO:0016020]
A0A0H3GVG3	A0A0H3GVG3	unreviewed	A0A0H3GVG3_KLEPH	Beta-methylgalactoside transporter inner membrane component	KPHS_36490	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	336	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
A0A0H3GYB1	A0A0H3GYB1	unreviewed	A0A0H3GYB1_KLEPH	Restriction modification system DNA specificity domain protein	KPHS_p101090	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	398	DNA binding [GO:0003677]; DNA restriction-modification system [GO:0009307]
A0A0H3GIF6	A0A0H3GIF6	unreviewed	A0A0H3GIF6_KLEPH	Type II secretion system protein I (T2SS minor pseudopilin I)	KPHS_08820	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	121	plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]
A0A0H3GW49	A0A0H3GW49	unreviewed	A0A0H3GW49_KLEPH	Uncharacterized protein	KPHS_36680	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	44	
A0A0H3H009	A0A0H3H009	unreviewed	A0A0H3H009_KLEPH	Uncharacterized protein YebO	KPHS_33560	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	96	plasma membrane [GO:0005886]
A0A0H3GS65	A0A0H3GS65	unreviewed	A0A0H3GS65_KLEPH	Lipoprotein	KPHS_23940	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	48	
A0A0H3GR62	A0A0H3GR62	unreviewed	A0A0H3GR62_KLEPH	ATP synthase subunit	KPHS_31200	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	328	periplasmic space [GO:0042597]; carboxypeptidase activity [GO:0004180]; transferase activity [GO:0016740]; peptidoglycan biosynthetic process [GO:0009252]
A0A0H3GUQ6	A0A0H3GUQ6	unreviewed	A0A0H3GUQ6_KLEPH	Baseplate assembly protein W	KPHS_17360	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	120	
A0A0H3GNZ1	A0A0H3GNZ1	unreviewed	A0A0H3GNZ1_KLEPH	NAD(+)--protein-arginine ADP-ribosyltransferase (EC 2.4.2.31) (NAD(+)--arginine ADP-ribosyltransferase)	KPHS_12680	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	335	extracellular region [GO:0005576]; NAD+-protein-arginine ADP-ribosyltransferase activity [GO:0106274]; toxin activity [GO:0090729]
A0A0H3GZZ8	A0A0H3GZZ8	unreviewed	A0A0H3GZZ8_KLEPH	Uncharacterized protein	KPHS_p300970	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	39	
A0A0H3GPJ7	A0A0H3GPJ7	unreviewed	A0A0H3GPJ7_KLEPH	Protein adenylyltransferase SelO (EC 2.7.7.108)	selO KPHS_31570	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	480	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein adenylyltransferase activity [GO:0070733]
A0A0H3GL31	A0A0H3GL31	unreviewed	A0A0H3GL31_KLEPH	Inner membrane protein	KPHS_03080	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	135	membrane [GO:0016020]
A0A0H3GSH0	A0A0H3GSH0	unreviewed	A0A0H3GSH0_KLEPH	Bifunctional adenosylcobalamin biosynthesis protein (EC 2.7.1.156) (EC 2.7.7.62)	KPHS_42470	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	181	adenosylcobinamide kinase (ATP-specific) activity [GO:0036429]; adenosylcobinamide kinase (GTP-specific) activity [GO:0036428]; ATP binding [GO:0005524]; cobinamide phosphate guanylyltransferase activity [GO:0008820]; GTP binding [GO:0005525]; cobalamin biosynthetic process [GO:0009236]; phosphorylation [GO:0016310]
A0A0H3GL33	A0A0H3GL33	unreviewed	A0A0H3GL33_KLEPH	Outer membrane usher protein	KPHS_03130	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	741	cell outer membrane [GO:0009279]; fimbrial usher porin activity [GO:0015473]; pilus assembly [GO:0009297]
A0A0H3GMG6	A0A0H3GMG6	unreviewed	A0A0H3GMG6_KLEPH	Zinc transport protein ZntB	zntB KPHS_23470	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	327	plasma membrane [GO:0005886]; zinc ion transmembrane transporter activity [GO:0005385]
A0A0H3GV37	A0A0H3GV37	unreviewed	A0A0H3GV37_KLEPH	Antirestriction protein ardC	KPHS_34890	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	314	single-stranded DNA binding [GO:0003697]
A0A0H3H118	A0A0H3H118	unreviewed	A0A0H3H118_KLEPH	Exonuclease domain-containing protein	KPHS_p101220	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	185	exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]
A0A0H3GRM4	A0A0H3GRM4	unreviewed	A0A0H3GRM4_KLEPH	Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein	KPHS_39120	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	359	nucleotide binding [GO:0000166]
A0A0H3GNS4	A0A0H3GNS4	unreviewed	A0A0H3GNS4_KLEPH	Bacterial OB-fold domain-containing protein	KPHS_27970	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	152	
A0A0H3GQ43	A0A0H3GQ43	unreviewed	A0A0H3GQ43_KLEPH	DUF4056 domain-containing protein	KPHS_27500	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	370	
A0A0H3H225	A0A0H3H225	unreviewed	A0A0H3H225_KLEPH	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG KPHS_42010	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	545	ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; metal ion binding [GO:0046872]; 'de novo' CTP biosynthetic process [GO:0044210]; glutamine metabolic process [GO:0006541]
A0A0H3GY65	A0A0H3GY65	unreviewed	A0A0H3GY65_KLEPH	Uncharacterized protein	KPHS_44180	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	44	
A0A0H3GKC8	A0A0H3GKC8	unreviewed	A0A0H3GKC8_KLEPH	Uncharacterized protein	KPHS_10950	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	38	
A0A0H3GJV1	A0A0H3GJV1	unreviewed	A0A0H3GJV1_KLEPH	Na(+)-translocating NADH-quinone reductase subunit A (Na(+)-NQR subunit A) (Na(+)-translocating NQR subunit A) (EC 7.2.1.1) (NQR complex subunit A) (NQR-1 subunit A)	nqrA KPHS_09650	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	447	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; sodium ion transport [GO:0006814]
A0A0H3GQQ9	A0A0H3GQQ9	unreviewed	A0A0H3GQQ9_KLEPH	Response regulator receiver	KPHS_35820	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	233	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]
A0A0H3GK93	A0A0H3GK93	unreviewed	A0A0H3GK93_KLEPH	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc KPHS_00980	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	883	magnesium ion binding [GO:0000287]; phosphoenolpyruvate carboxylase activity [GO:0008964]; carbon fixation [GO:0015977]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]
A0A0H3GVY5	A0A0H3GVY5	unreviewed	A0A0H3GVY5_KLEPH	Nickel/cobalt homeostasis protein RcnB	KPHS_36180	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	105	
A0A0H3H1U7	A0A0H3H1U7	unreviewed	A0A0H3H1U7_KLEPH	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA KPHS_40910	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	558	cytoplasm [GO:0005737]; 2-isopropylmalate synthase activity [GO:0003852]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; magnesium ion binding [GO:0000287]; leucine biosynthetic process [GO:0009098]
A0A0H3GRW3	A0A0H3GRW3	unreviewed	A0A0H3GRW3_KLEPH	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	KPHS_08610	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	204	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]; carbon utilization [GO:0015976]
A0A0H3GWI2	A0A0H3GWI2	unreviewed	A0A0H3GWI2_KLEPH	Uncharacterized protein	KPHS_22910	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	65	
A0A0H3GNC8	A0A0H3GNC8	unreviewed	A0A0H3GNC8_KLEPH	UPF0178 protein KPHS_10680	KPHS_10680	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	152	
A0A0H3GLJ8	A0A0H3GLJ8	unreviewed	A0A0H3GLJ8_KLEPH	Translocation and assembly module subunit TamA (Autotransporter assembly factor TamA)	KPHS_04580	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	577	cell outer membrane [GO:0009279]
A0A0H3GT32	A0A0H3GT32	unreviewed	A0A0H3GT32_KLEPH	Dipeptidyl carboxypeptidase II	KPHS_25030	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	681	carboxypeptidase activity [GO:0004180]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]
A0A0H3GZC2	A0A0H3GZC2	unreviewed	A0A0H3GZC2_KLEPH	Protein SlyX	slyX KPHS_48830	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	72	
A0A0H3GSW0	A0A0H3GSW0	unreviewed	A0A0H3GSW0_KLEPH	Hemolysin expression-modulating protein	KPHS_11860	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	72	
A0A0H3H0K2	A0A0H3H0K2	unreviewed	A0A0H3H0K2_KLEPH	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB KPHS_53130	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	271	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
A0A0H3H4Y7	A0A0H3H4Y7	unreviewed	A0A0H3H4Y7_KLEPH	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA KPHS_53160	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	629	cytoplasm [GO:0005737]; flavin adenine dinucleotide binding [GO:0050660]; tRNA wobble uridine modification [GO:0002098]
A0A0H3GUX1	A0A0H3GUX1	unreviewed	A0A0H3GUX1_KLEPH	Low-affinity L-arabinose transport system proton symport component	KPHS_43300	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	478	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
A0A0H3GT26	A0A0H3GT26	unreviewed	A0A0H3GT26_KLEPH	DUF1161 domain-containing protein	KPHS_24930	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	89	
A0A0H3GZL0	A0A0H3GZL0	unreviewed	A0A0H3GZL0_KLEPH	Conjugal transfer pilus assembly protein TraU	KPHS_p200870	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	329	
A0A0H3GXT8	A0A0H3GXT8	unreviewed	A0A0H3GXT8_KLEPH	HdeB family protein	KPHS_46090	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	121	periplasmic space [GO:0042597]
A0A0H3GU71	A0A0H3GU71	unreviewed	A0A0H3GU71_KLEPH	Vitamin B12 import ATP-binding protein BtuD (EC 7.6.2.8) (Vitamin B12-transporting ATPase)	btuD KPHS_31590	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	249	plasma membrane [GO:0005886]; ABC-type vitamin B12 transporter activity [GO:0015420]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
A0A0H3GK74	A0A0H3GK74	unreviewed	A0A0H3GK74_KLEPH	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU KPHS_00780	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	444	HslUV protease complex [GO:0009376]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; proteasome-activating activity [GO:0036402]; protein unfolding [GO:0043335]; proteolysis [GO:0006508]
A0A0H3GT40	A0A0H3GT40	unreviewed	A0A0H3GT40_KLEPH	3-phenylpropionate dioxygenase, alpha subunit	KPHS_44370	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	340	2 iron, 2 sulfur cluster binding [GO:0051537]; dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]
A0A0H3GXD9	A0A0H3GXD9	unreviewed	A0A0H3GXD9_KLEPH	Small-conductance mechanosensitive channel	KPHS_44190	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	285	plasma membrane [GO:0005886]; mechanosensitive monoatomic ion channel activity [GO:0008381]
A0A0H3GSG0	A0A0H3GSG0	unreviewed	A0A0H3GSG0_KLEPH	Exodeoxyribonuclease I (EC 3.1.11.1)	KPHS_35300	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	474	3'-5'-RNA exonuclease activity [GO:0000175]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; single-stranded DNA 3'-5' DNA exonuclease activity [GO:0008310]; DNA repair [GO:0006281]
A0A0H3H1C0	A0A0H3H1C0	unreviewed	A0A0H3H1C0_KLEPH	Conjugal transfer nickase/helicase TraI	KPHS_p200710	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	1752	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]
A0A0H3GUX9	A0A0H3GUX9	unreviewed	A0A0H3GUX9_KLEPH	Type IV pilus assembly family protein	KPHS_43400	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	234	
A0A0H3H036	A0A0H3H036	unreviewed	A0A0H3H036_KLEPH	SOS regulon DNA damage-inducible protein	KPHS_33810	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	115	
A0A0H3GPB5	A0A0H3GPB5	unreviewed	A0A0H3GPB5_KLEPH	histidine kinase (EC 2.7.13.3)	KPHS_30470	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	353	plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]
A0A0H3GTK0	A0A0H3GTK0	unreviewed	A0A0H3GTK0_KLEPH	Aldo/keto reductase	KPHS_13910	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	44	
A0A0H3GZI3	A0A0H3GZI3	unreviewed	A0A0H3GZI3_KLEPH	PNPLA domain-containing protein	KPHS_32010	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	300	hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042]
A0A0H3GY24	A0A0H3GY24	unreviewed	A0A0H3GY24_KLEPH	BolA family transcriptional regulator	KPHS_47390	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	84	
A0A0H3GQ89	A0A0H3GQ89	unreviewed	A0A0H3GQ89_KLEPH	Oxidoreductase	KPHS_28000	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	176	oxidoreductase activity [GO:0016491]
A0A0H3GHG7	A0A0H3GHG7	unreviewed	A0A0H3GHG7_KLEPH	Maltoporin (Maltose-inducible porin)	lamB KPHS_02600	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	429	cell outer membrane [GO:0009279]; pore complex [GO:0046930]; maltodextrin transmembrane transporter activity [GO:0042958]; maltose transporting porin activity [GO:0015481]; monoatomic ion transport [GO:0006811]
A0A0H3GUC7	A0A0H3GUC7	unreviewed	A0A0H3GUC7_KLEPH	Formate hydrogenlyase regulatory protein HycA	KPHS_41350	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	149	
A0A0H3GN49	A0A0H3GN49	unreviewed	A0A0H3GN49_KLEPH	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61)	KPHS_07690	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	179	holo-citrate lyase synthase activity [GO:0050519]; prosthetic group biosynthetic process [GO:0051191]
