From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
A0A133CKA0	A0A133CKA0	unreviewed	A0A133CKA0_ENTFC	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z)	rnz AWT83_12995 B1P95_10895 B4W81_12285 BU183_11630 CQR37_08935 CUM68_04425 CUN04_04505 CUS10_09135 DPX30_06845 EFM1CSP_12955 EfmJHP36_16330 FHK66_02730 FIU59_01625 GBM44_06670 GBM73_03160 IQN16_06220 J8Y33_002439 KT858_002406 KYX88_12410 M3X98_05345	Enterococcus faecium (Streptococcus faecium)	313	3'-tRNA processing endoribonuclease activity [GO:0042781]; zinc ion binding [GO:0008270]
A0A133CK07	A0A133CK07	unreviewed	A0A133CK07_ENTFC	Prolyl-tRNA editing protein (Prolyl-tRNA synthetase associated domain-containing protein)	B1P95_02875 B4W81_07960 BU183_14490 CUN04_11100 DPX30_12020 EfmJHP36_26070 FHK66_12725 GBM44_11285 GBM73_12680 IQN16_10835 J8Y33_001794 KT858_000649	Enterococcus faecium (Streptococcus faecium)	161	aminoacyl-tRNA editing activity [GO:0002161]; aminoacyl-tRNA ligase activity [GO:0004812]
A0A132Z348	A0A132Z348	unreviewed	A0A132Z348_ENTFC	Tryptophan-rich sensory protein	B1P95_12385 DPX30_04995 FHK66_00800 GBM44_04775 GBM73_04960 IQN16_04385 KT858_001942	Enterococcus faecium (Streptococcus faecium)	156	membrane [GO:0016020]
A0A132Z1N0	A0A132Z1N0	unreviewed	A0A132Z1N0_ENTFC	CoA-acylating methylmalonate-semialdehyde dehydrogenase (Methylmalonate-semialdehyde dehydrogenase (CoA acylating))	EFM1CSP_08560 IQN16_13510	Enterococcus faecium (Streptococcus faecium)	484	methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity [GO:0004491]
A0A132Z5Y3	A0A132Z5Y3	unreviewed	A0A132Z5Y3_ENTFC	PRD domain protein, EF_0829/AHA_3910 family (PRD domain-containing protein) (Transcriptional antiterminator)	A5805_001816 AWT83_14300 B1P95_13870 B4W81_13580 CUM68_16055 CUN04_13670 CUS15_08830 D3063_10810 DPX30_05575 DQ181_08490 EFM1CSP_13345 FHK66_01360 GBM44_05330 GBM73_04435 HMPREF3199_02703 HV425_08170 HV446_09875 HV547_02185 IQN16_04905 J8Y33_002959 KT858_002933 M3X98_04185	Enterococcus faecium (Streptococcus faecium)	110	regulation of DNA-templated transcription [GO:0006355]
A0A2A8RG80	A0A2A8RG80		A0A2A8RG80_ENTFC	deleted				
A0A133CGM5	A0A133CGM5	unreviewed	A0A133CGM5_ENTFC	Guanine permease (NCS2 family permease)	B4W81_13870 CUM68_07880 CUN04_05195 DPX30_05265 EfmJHP36_13190 FHK66_01075 GBM44_05065 GBM73_04705 IQN16_04630 J8Y33_002280 KT858_002480	Enterococcus faecium (Streptococcus faecium)	478	plasma membrane [GO:0005886]; nucleobase transmembrane transporter activity [GO:0015205]; purine nucleobase transmembrane transport [GO:1904823]
A0A133CH71	A0A133CH71	unreviewed	A0A133CH71_ENTFC	Malonate decarboxylase (Malonate decarboxylase holo-ACP synthase) (Malonate decarboxylase holo-[acyl-carrier-protein] synthase)	mdcG B1P95_04945 B4W81_02525 BU183_09970 DPX30_01635 EB44_01617 EfmJHP36_06280 GBM44_01655 GBM73_08155 IQN16_01510 J8Y33_000786 KT858_000926 KYX88_02440	Enterococcus faecium (Streptococcus faecium)	197	nucleotidyltransferase activity [GO:0016779]
A0A132PAV4	A0A132PAV4	unreviewed	A0A132PAV4_ENTFC	Uncharacterized protein	AWT83_11890 B4W81_11290 DPX30_07130 GBM44_07670 GBM73_02155 IQN16_07235 J8Y33_001945 KT858_001575 M3X98_09215	Enterococcus faecium (Streptococcus faecium)	117	
A0A133CLY3	A0A133CLY3	unreviewed	A0A133CLY3_ENTFC	DNA topoisomerase (EC 5.6.2.1) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	B1P95_02190 B4W81_01515 DPX30_02720 GBM73_07120 IQN16_02505 J8Y33_001432 KT858_001252	Enterococcus faecium (Streptococcus faecium)	690	DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA topological change [GO:0006265]
A0A132Z843	A0A132Z843	unreviewed	A0A132Z843_ENTFC	DUF421 domain-containing protein	B1P95_14045 DPX30_02345 GBM73_07485 IQN16_02150 J8Y33_001672 KT858_002218	Enterococcus faecium (Streptococcus faecium)	222	plasma membrane [GO:0005886]
A0A132Z1N5	A0A132Z1N5		A0A132Z1N5_ENTFC	deleted				
A0A132Z8Y7	A0A132Z8Y7	unreviewed	A0A132Z8Y7_ENTFC	Cold shock-like protein CspLA (Cold-shock protein) (Major cold shock protein CspA)	A5805_002154 A5810_000393 AWT83_05425 B1P95_10345 B4W81_08545 BU183_00870 CQR37_09750 CUM68_12830 CUN04_08820 CUS10_00355 CUS15_02940 D3063_10680 DPX30_11505 DQ181_10570 DQ181_15160 DTX73_05495 EB12_02130 EB44_01774 EFM1CSP_12130 EfmJHP36_25030 EGW29_02230 EQI29_10250 F6338_000447 FHK66_13285 FIU59_07990 GBM44_10775 GBM73_13470 HMPREF3199_00588 HV425_04830 HV446_11705 HV547_00420 IQN16_10350 J8Y33_002237 KT858_002189 KYX88_02600 M3X98_10790	Enterococcus faecium (Streptococcus faecium)	66	cytoplasm [GO:0005737]; nucleic acid binding [GO:0003676]
A0A132Z549	A0A132Z549		A0A132Z549_ENTFC	deleted				
A0A132P613	A0A132P613	unreviewed	A0A132P613_ENTFC	NAD(P)-dependent oxidoreductase (Oxidoreductase) (SDR family NAD(P)-dependent oxidoreductase) (SDR family oxidoreductase) (Short chain dehydrogenase/reductase family oxidoreductase)	AWT83_04295 B1P95_03700 B4W81_05365 CQR37_02855 CUM68_04090 CUN04_08290 CUS10_11150 DPX30_13925 EB12_02383 EB44_02337 EFM1CSP_03845 EfmJHP36_03530 FHK66_10855 FIU59_14080 GBM44_13175 GBM73_10760 IQN16_12940 J8Y33_000078 KT858_000078 KT858_003343	Enterococcus faecium (Streptococcus faecium)	245	oxidoreductase activity [GO:0016491]
A0A132ZIN5	A0A132ZIN5		A0A132ZIN5_ENTFC	deleted				
A0A132Z4Y5	A0A132Z4Y5	unreviewed	A0A132Z4Y5_ENTFC	PTS mannose transporter subunit IID (PTS system mannose/fructose/sorbose family transporter subunit IID)	AWT83_11875 CUN04_01335 CUS10_03670 DPX30_07115 J8Y33_001942 KT858_001572 M3X98_09225	Enterococcus faecium (Streptococcus faecium)	285	plasma membrane [GO:0005886]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]
A0A132P1W2	A0A132P1W2	unreviewed	A0A132P1W2_ENTFC	IS30 family transposase (Integrase)	AWT83_16365 B4W81_14240 DPX30_00680 DPX30_01405 DPX30_03860 DPX30_05555 DPX30_06890 DPX30_06945 DPX30_07825 DPX30_08595 DPX30_09340 DPX30_09750 DPX30_11440 DPX30_12435 DPX30_15090 GBM44_06715 GBM44_09115 GBM44_09560 GBM44_14955 GBM44_15945 GBM73_03115 GBM73_16450	Enterococcus faecium (Streptococcus faecium)	317	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
A0A133CL16	A0A133CL16	unreviewed	A0A133CL16_ENTFC	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)	galU galU2 AWT83_00530 B1P95_13945 B4W81_08180 CUM68_09600 CUN04_12725 CUS10_11415 DPX30_11805 EB12_01857 EB44_02224 EFM1CSP_10430 EfmJHP36_25620 FHK66_12955 FIU59_07085 GBM44_11070 GBM73_12900 IQN16_10640 KT858_000688 KYX88_02015 M3X98_06315	Enterococcus faecium (Streptococcus faecium)	293	UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]; biosynthetic process [GO:0009058]; UDP-glucose metabolic process [GO:0006011]
A0A5P3FXQ7	A0A5P3FXQ7		A0A5P3FXQ7_ENTFC	deleted				
A0A132ZG80	A0A132ZG80	unreviewed	A0A132ZG80_ENTFC	DUF1797 domain-containing protein (DUF1797 family protein) (YkuJ family protein)	A5805_001905 A5810_000193 AWT83_14785 B1P95_04325 B4W81_14030 BU183_07150 CQR37_08165 CUM68_08140 CUN04_05040 CUS10_11920 D3063_11295 DPX30_05105 DQ181_12785 DTX73_04195 EB12_02813 EB44_01955 EFM1CSP_02085 EfmJHP36_12840 EGW29_03220 EQI29_09250 F6338_002281 FHK66_00905 FIU59_04480 GBM44_04875 GBM73_04860 HMPREF3199_01596 HV425_08630 HV446_10335 HV547_01735 IQN16_04475 J8Y33_000999 KT858_001488 KYX88_08520 M3X98_08160	Enterococcus faecium (Streptococcus faecium)	76	
A0A132P2L9	A0A132P2L9	unreviewed	A0A132P2L9_ENTFC	Uncharacterized protein	AWT83_13635 B1P95_13900 B4W81_12955 CQR37_02105 CUN04_02940 CUS10_12885 DPX30_06155 EB12_01132 EB44_01119 EFM1CSP_15520 EfmJHP36_14980 FHK66_02045 FIU59_14315 GBM44_06000 GBM73_03825 IQN16_05570 J8Y33_002952 KT858_002838 KT858_003381 M3X98_04820	Enterococcus faecium (Streptococcus faecium)	96	
A0A132YZD7	A0A132YZD7	unreviewed	A0A132YZD7_ENTFC	Multidrug SMR transporter (Multidrug efflux SMR transporter) (QacE family quaternary ammonium compound efflux SMR transporter) (SMR family multidrug resistance protein)	sugE B1P95_03995 B4W81_01030 CQR37_09585 CUM68_01835 CUN04_12380 CUS10_04760 DPX30_03550 EB12_00196 EB44_00183 EFM1CSP_04700 EfmJHP36_09580 FHK66_06965 FIU59_07725 GBM44_03115 GBM73_06670 HV446_04890 IQN16_02950 KT858_001178 KT858_003336 M3X98_01560	Enterococcus faecium (Streptococcus faecium)	106	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]
A0A132YZT5	A0A132YZT5	unreviewed	A0A132YZT5_ENTFC	Alpha/beta fold hydrolase (Esterase) (Lipase/esterase)	B1P95_08930 B4W81_13040 CUM68_01655 CUN04_03870 CUS10_09750 DPX30_06075 EB12_01148 EB44_01133 EfmJHP36_14840 GBM44_05915 GBM73_03900 IQN16_05500 J8Y33_001869 KT858_002443 KYX88_05705	Enterococcus faecium (Streptococcus faecium)	254	arylesterase activity [GO:0004064]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]
A0A127TAU9	A0A127TAU9	unreviewed	A0A127TAU9_ENTFC	IS110 family transposase (Transposase)	AWT83_11780 AWT83_16845 B4W81_10030 B4W81_13120 B4W81_13575 DPX30_05580 DPX30_07010 DPX30_10035 DPX30_14635 FHK66_01365 FHK66_01460 FHK66_03750 FHK66_07460 FHK66_10930 GBM73_00465 GBM73_01040 GBM73_02045 GBM73_04430 GBM73_05175 GBM73_07565 GBM73_10825 GBM73_13055 GBM73_14670 GBM73_15715 GBM73_16085 IQN16_04910 IQN16_07350 IQN16_12880 IQN16_13515	Enterococcus faecium (Streptococcus faecium)	416	DNA binding [GO:0003677]; transposase activity [GO:0004803]; DNA transposition [GO:0006313]
A0A133CQG2	A0A133CQG2	unreviewed	A0A133CQG2_ENTFC	Carbamate kinase	arcC B1P95_01120 B4W81_10360 BU183_01700 CQR37_06625 CUN04_08910 CUS10_11590 DPX30_08855 EB12_00643 EB44_00635 EFM1CSP_09455 EfmJHP36_20180 FHK66_04585 FIU59_07290 GBM44_08570 GBM73_00990 IQN16_08315 J8Y33_002508 KT858_002325 KYX88_06135 M3X98_09925	Enterococcus faecium (Streptococcus faecium)	315	carbamate kinase activity [GO:0008804]; arginine metabolic process [GO:0006525]; carbamoyl phosphate catabolic process [GO:0035975]; phosphorylation [GO:0016310]
A0A5P3G0W0	A0A5P3G0W0		A0A5P3G0W0_ENTFC	deleted				
A0A132Z4C7	A0A132Z4C7	unreviewed	A0A132Z4C7_ENTFC	SIS domain-containing protein (Sugar isomerase)	AWT83_00520 B1P95_12035 B4W81_08190 CQR37_06190 CUM68_09610 CUN04_12735 CUS10_11405 DPX30_11795 EB12_01855 EB44_02226 EFM1CSP_10440 EfmJHP36_25610 FHK66_12965 GBM44_11055 GBM73_12910 IQN16_10630 KT858_000690 KYX88_02005 M3X98_06305	Enterococcus faecium (Streptococcus faecium)	204	carbohydrate derivative binding [GO:0097367]; isomerase activity [GO:0016853]; carbohydrate derivative metabolic process [GO:1901135]
A0A132ZJA4	A0A132ZJA4	unreviewed	A0A132ZJA4_ENTFC	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA A5810_001699 AWT83_03300 B1P95_07530 B4W81_04110 CUM68_02680 CUN04_06520 CUS10_01465 D3063_05690 DPX30_00255 DQ181_02435 DTX73_07450 EB12_01415 EB44_01374 EFM1CSP_05000 EfmJHP36_00520 EGW29_01960 F6338_000073 FHK66_09995 FIU59_03825 GBM44_00420 GBM73_09460 IQN16_00245 J8Y33_000287 KT858_000738 KYX88_06825 M3X98_07170	Enterococcus faecium (Streptococcus faecium)	228	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]
A0A133CS96	A0A133CS96	unreviewed	A0A133CS96_ENTFC	Aromatic acid exporter family protein (Membrane protein)	B1P95_07070 B4W81_12875 DPX30_06240 EfmJHP36_15190 GBM44_06090 GBM73_03730 IQN16_05655 J8Y33_002058 KT858_001078	Enterococcus faecium (Streptococcus faecium)	318	membrane [GO:0016020]
A0A132Z235	A0A132Z235	unreviewed	A0A132Z235_ENTFC	Response regulator (Transcriptional regulator)	B1P95_10140 B4W81_10880 DPX30_08345 EfmJHP36_19050 GBM44_08055 GBM73_01540 KT858_001499	Enterococcus faecium (Streptococcus faecium)	192	phosphorelay signal transduction system [GO:0000160]
A0A0V7Y5A1	A0A0V7Y5A1	unreviewed	A0A0V7Y5A1_ENTFC	Phosphate ABC transporter permease (Phosphonate ABC transporter, permease protein PhnE)	phnE AWT83_07540 CQR37_12970 DPX30_02950 KT858_002627	Enterococcus faecium (Streptococcus faecium)	259	plasma membrane [GO:0005886]; ABC-type phosphonate transporter activity [GO:0015416]
A0A132ZF17	A0A132ZF17	unreviewed	A0A132ZF17_ENTFC	Sodium-independent anion transporter (SulP family inorganic anion transporter)	sulP B4W81_00475 BU183_06145 CUM68_11300 CUN04_14100 DPX30_04120 EfmJHP36_10710 FHK66_13645 GBM44_03635 GBM73_06155 IQN16_03445 J8Y33_000365 KT858_000182 KYX88_10000	Enterococcus faecium (Streptococcus faecium)	543	membrane [GO:0016020]; monoatomic anion transmembrane transporter activity [GO:0008509]; inorganic anion transmembrane transport [GO:0098661]
A0A133N5P4	A0A133N5P4	unreviewed	A0A133N5P4_ENTFC	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	xseB A5805_002009 AWT83_15320 B1P95_16410 B4W81_00390 CQR37_04610 CUM68_06555 CUN04_11435 CUS10_08815 CUS15_06295 D3063_02195 DPX30_04250 DTX73_05070 EB12_02210 EB44_01853 EFM1CSP_00470 EfmJHP36_10880 EGW29_02650 EQI29_09780 F6338_000520 FHK66_00025 FIU59_03250 GBM44_04005 GBM73_05780 HMPREF3199_00415 HV425_05250 HV446_12120 HV547_00910 IQN16_03530 J8Y33_000382 KT858_000199 KYX88_00205 KYX88_14540 M3X98_07710	Enterococcus faecium (Streptococcus faecium)	74	cytoplasm [GO:0005737]; exodeoxyribonuclease VII complex [GO:0009318]; exodeoxyribonuclease VII activity [GO:0008855]; DNA catabolic process [GO:0006308]
A0A132ZJB4	A0A132ZJB4	unreviewed	A0A132ZJB4_ENTFC	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	deoA pdp B1P95_07480 B4W81_04160 CUM68_02735 DPX30_00200 EB44_01364 EfmJHP36_00420 FHK66_10050 GBM44_00370 GBM73_09510 IQN16_00195 J8Y33_000277 KT858_000728 M3X98_07120	Enterococcus faecium (Streptococcus faecium)	433	1,4-alpha-oligoglucan phosphorylase activity [GO:0004645]; pyrimidine-nucleoside phosphorylase activity [GO:0016154]; amino acid biosynthetic process [GO:0008652]; pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside metabolic process [GO:0006213]
A0A132ZEK8	A0A132ZEK8	unreviewed	A0A132ZEK8_ENTFC	Group II intron reverse transcriptase/maturase (EC 2.7.7.49)	ltrA B4W81_05140 B4W81_14555 DPX30_09835 GBM73_10445 IQN16_13225 J8Y33_001163 KT858_000120	Enterococcus faecium (Streptococcus faecium)	636	RNA-directed DNA polymerase activity [GO:0003964]; DNA damage response [GO:0006974]
A0A132P653	A0A132P653	unreviewed	A0A132P653_ENTFC	YdbC family protein	AWT83_04515 B1P95_11845 B4W81_05610 CQR37_02605 CUM68_11460 CUN04_03575 CUS10_01120 DPX30_13675 EB12_02339 EB44_02293 EFM1CSP_03745 EfmJHP36_04050 FHK66_11100 FIU59_04740 GBM44_12950 GBM73_10995 IQN16_12710 J8Y33_000034 KT858_000034 KYX88_00915 M3X98_03670	Enterococcus faecium (Streptococcus faecium)	72	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]
A0A0V7Y715	A0A0V7Y715	unreviewed	A0A0V7Y715_ENTFC	Integrase	B4W81_14895 D3063_08735 EGW29_10030 KT858_000803 M3X98_12885	Enterococcus faecium (Streptococcus faecium)	82	
A0A132P370	A0A132P370	unreviewed	A0A132P370_ENTFC	Fur family transcriptional regulator (Peptide ABC transporter substrate-binding protein) (Transcriptional repressor)	fur2 AWT83_12940 B1P95_01660 B4W81_12205 BU183_11225 CUM68_00470 CUN04_10995 CUS10_04555 CUS15_11775 D3063_09075 DPX30_06920 DQ181_10655 EB12_00995 EB44_00983 EFM1CSP_10940 EfmJHP36_16460 EQI29_07470 FHK66_02785 FIU59_01570 GBM44_06730 GBM73_03100 IQN16_06280 J8Y33_001074 KT858_002819 KYX88_13105 M3X98_05290	Enterococcus faecium (Streptococcus faecium)	148	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]
A0A133CUP6	A0A133CUP6	unreviewed	A0A133CUP6_ENTFC	Sugar ABC transporter ATP-binding protein (Sugar ABC transporter permease)	B1P95_02620 B4W81_04825 CUM68_03210 DPX30_14165 EfmJHP36_04720 GBM44_13560 GBM73_10135 IQN16_13660 J8Y33_001848 KT858_001008	Enterococcus faecium (Streptococcus faecium)	289	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; transmembrane transport [GO:0055085]
A0A132YYS8	A0A132YYS8	unreviewed	A0A132YYS8_ENTFC	Uncharacterized protein	B1P95_13500 B4W81_11140 DPX30_06975 EfmJHP36_18570 GBM44_07815 GBM73_02010 IQN16_07385 J8Y33_002720 KT858_002707	Enterococcus faecium (Streptococcus faecium)	161	
A0A133CDM6	A0A133CDM6	unreviewed	A0A133CDM6_ENTFC	ADP-ribose pyrophosphatase (NUDIX hydrolase)	B4W81_01615 CQR37_13060 CUM68_09700 CUN04_11710 CUS10_06250 DPX30_02625 FHK66_07690 FIU59_12080 GBM44_02580 GBM73_07210 IQN16_02415 J8Y33_001450 KT858_001270 KYX88_02115 M3X98_05910	Enterococcus faecium (Streptococcus faecium)	187	ADP-ribose diphosphatase activity [GO:0047631]
A0A132Z6E6	A0A132Z6E6	unreviewed	A0A132Z6E6_ENTFC	NAD(P)/FAD-dependent oxidoreductase (Pyridine nucleotide-disulfide oxidoreductase)	CUM68_04005 DPX30_11150 EB12_00270 FHK66_06525 IQN16_10115	Enterococcus faecium (Streptococcus faecium)	454	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]
A0A133CHA8	A0A133CHA8	unreviewed	A0A133CHA8_ENTFC	AAA family ATPase (ATP-dependent DNA helicase IV) (DNA helicase)	B4W81_02325 CUM68_11410 DPX30_01840 EB44_01654 EfmJHP36_06650 GBM44_01840 GBM73_07970 IQN16_01690 J8Y33_001266 KT858_000357 KYX88_03185	Enterococcus faecium (Streptococcus faecium)	711	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]
A0A132Z7N6	A0A132Z7N6	unreviewed	A0A132Z7N6_ENTFC	TetR family dihydroxyacetone kinase regulator (TetR family transcriptional regulator) (TetR/AcrR family transcriptional regulator) (Transcriptional regulator)	AWT83_02805 B4W81_03615 CQR37_11105 CUM68_05360 CUN04_02335 CUS10_02140 DPX30_00800 EB12_01516 EB44_01471 EfmJHP36_01510 FHK66_09475 FIU59_08790 GBM44_00895 GBM73_08985 IQN16_00715 J8Y33_001820 KT858_001929 KYX88_02735 M3X98_11780	Enterococcus faecium (Streptococcus faecium)	192	DNA binding [GO:0003677]; kinase activity [GO:0016301]; phosphorylation [GO:0016310]
A0A132Z1Q2	A0A132Z1Q2	unreviewed	A0A132Z1Q2_ENTFC	Metal ABC transporter substrate-binding protein	B1P95_02525 GBM73_10230 J8Y33_001898	Enterococcus faecium (Streptococcus faecium)	316	metal ion binding [GO:0046872]; cell adhesion [GO:0007155]; metal ion transport [GO:0030001]
A0A132Z4N6	A0A132Z4N6	unreviewed	A0A132Z4N6_ENTFC	Uncharacterized protein	B1P95_15620 B4W81_07575 B4W81_14630 B4W81_15205 DPX30_04735 DQ181_14800 EFM1CSP_16245 GBM44_03925 GBM44_04490 GBM73_18080 IQN16_04030 IQN16_12090 J8Y33_002546 KT858_002983	Enterococcus faecium (Streptococcus faecium)	133	membrane [GO:0016020]
A0A132Z6N7	A0A132Z6N7		A0A132Z6N7_ENTFC	deleted				
