From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
Q0P948	Q0P948	unreviewed	Q0P948_CAMJE	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	Cj1208	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	208	5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]
Q0P9V3	Q0P9V3	unreviewed	Q0P9V3_CAMJE	Lipoprotein	Cj0946	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	448	
Q9PN58	Q9PN58	reviewed	PDXA_CAMJE	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase)	pdxA Cj1239	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	364	cytoplasm [GO:0005737]; 4-hydroxythreonine-4-phosphate dehydrogenase activity [GO:0050570]; cobalt ion binding [GO:0050897]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]
Q0P854	Q0P854	unreviewed	Q0P854_CAMJE	NADH dehydrogenase	Cj1574c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	230	
Q0P8R5	Q0P8R5	reviewed	TSAD_CAMJE	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD gcp Cj1344c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	335	cytoplasm [GO:0005737]; iron ion binding [GO:0005506]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]; tRNA threonylcarbamoyladenosine modification [GO:0002949]
Q0PA77	Q0PA77	unreviewed	Q0PA77_CAMJE	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	kdsB Cj0813	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	239	3-deoxy-manno-octulosonate cytidylyltransferase activity [GO:0008690]; lipopolysaccharide biosynthetic process [GO:0009103]
Q0PBW0	Q0PBW0	unreviewed	Q0PBW0_CAMJE	Biopolymer transport protein	exbB1 Cj0179	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	253	plasma membrane [GO:0005886]; protein transport [GO:0015031]
Q0PCB4	Q0PCB4	unreviewed	Q0PCB4_CAMJE	Non-specific DNA binding protein. Functional classification-Synthesis and modification of macromolecules-DNA replication,restriction/modification, recombination and repair	Cj0011c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	79	DNA binding [GO:0003677]; DNA repair [GO:0006281]
Q9PP15	Q9PP15	reviewed	KPRS_CAMJE	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate synthase) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs prsA Cj0918c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	309	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; nucleotide biosynthetic process [GO:0009165]; phosphorylation [GO:0016310]; ribonucleoside monophosphate biosynthetic process [GO:0009156]
Q0PBN7	Q0PBN7	unreviewed	Q0PBN7_CAMJE	Transmembrane protein	Cj0268c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	362	membrane [GO:0016020]; adhesion of symbiont to host cell [GO:0044650]
Q0P8D5	Q0P8D5	unreviewed	Q0P8D5_CAMJE	PD-(D/E)XK endonuclease-like domain-containing protein	Cj1482c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	788	
Q0P9G1	Q0P9G1	unreviewed	Q0P9G1_CAMJE	Protein translocase subunit SecD	secD Cj1093c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	526	plasma membrane [GO:0005886]; protein-transporting ATPase activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]
Q0PBV2	Q0PBV2	unreviewed	Q0PBV2_CAMJE	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	purN Cj0187c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	188	phosphoribosylglycinamide formyltransferase activity [GO:0004644]; 'de novo' IMP biosynthetic process [GO:0006189]
Q0P8A2	Q0P8A2	unreviewed	Q0P8A2_CAMJE	Molybdopterin converting factor,subunit 1	moaD Cj1517	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	73	
Q9PIB4	Q9PIB4	reviewed	SYW_CAMJE	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS Cj0388	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	319	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]
Q0P885	Q0P885	reviewed	TUPA_CAMJE	Tungstate-binding protein TupA	tupA Cj1540	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	269	periplasmic space [GO:0042597]
Q0P940	Q0P940	unreviewed	Q0P940_CAMJE	Uncharacterized protein	Cj1216c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	67	
Q0PAA1	Q0PAA1	unreviewed	Q0PAA1_CAMJE	Multifunctional Cca protein	cca Cj0789	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	372	nucleotidyltransferase activity [GO:0016779]; RNA binding [GO:0003723]; RNA 3'-end processing [GO:0031123]
Q0PB11	Q0PB11	unreviewed	Q0PB11_CAMJE	Oxidoreductase	Cj0504c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	288	nucleotide binding [GO:0000166]
Q0P842	Q0P842	unreviewed	Q0P842_CAMJE	Single domain haemoglobin	cgb Cj1586	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	140	heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]
Q0PBV3	Q0PBV3	unreviewed	Q0PBV3_CAMJE	TerC family integral membrane protein	Cj0186c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	239	membrane [GO:0016020]
Q0PAT3	Q0PAT3	unreviewed	Q0PAT3_CAMJE	DNA polymerase III subunit delta	Cj0584	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	199	
Q0P9H0	Q0P9H0	unreviewed	Q0P9H0_CAMJE	ATP/GTP-binding protein	Cj1084c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	253	
Q0P967	Q0P967	unreviewed	Q0P967_CAMJE	Bipartate energy taxis response protein cetB	cetB Cj1189c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	165	
Q9PNT0	Q9PNT0	reviewed	TGT_CAMJE	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt Cj1010	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	373	metal ion binding [GO:0046872]; tRNA-guanosine(34) queuine transglycosylase activity [GO:0008479]; queuosine biosynthetic process [GO:0008616]; tRNA-guanine transglycosylation [GO:0101030]
Q0PBE9	Q0PBE9	reviewed	LSPA_CAMJE	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA Cj0361	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	156	plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508]
Q0PAP7	Q0PAP7	unreviewed	Q0PAP7_CAMJE	YgjP-like metallopeptidase domain-containing protein	Cj0620	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	215	
Q0PAB7	Q0PAB7	unreviewed	Q0PAB7_CAMJE	Binding-protein dependent transport system permease protein	Cj0773c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	303	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
P53000	P53000	reviewed	PROA_CAMJE	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA Cj0558c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	410	cytoplasm [GO:0005737]; glutamate-5-semialdehyde dehydrogenase activity [GO:0004350]; NADP binding [GO:0050661]; L-proline biosynthetic process [GO:0055129]
Q0P9M7	Q0P9M7	unreviewed	Q0P9M7_CAMJE	Flagellar-associated protein FlgQ	Cj1025c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	149	
Q0P8Z8	Q0P8Z8	unreviewed	Q0P8Z8_CAMJE	Phosphotyrosine protein phosphatase (EC 3.1.3.48)	Cj1258	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	151	protein tyrosine phosphatase activity [GO:0004725]
Q0PC26	Q0PC26	unreviewed	Q0PC26_CAMJE	Periplasmic protein	Cj0111	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	259	membrane [GO:0016020]
Q9PJ01	Q9PJ01	reviewed	RLMH_CAMJE	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH Cj0126c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	153	cytoplasm [GO:0005737]; rRNA (pseudouridine-N3-)-methyltransferase activity [GO:0070038]
Q0PC23	Q0PC23	unreviewed	Q0PC23_CAMJE	Periplasmic protein	Cj0114	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	315	
Q9PP06	Q9PP06	reviewed	APT_CAMJE	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt Cj0927	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	182	cytoplasm [GO:0005737]; adenine phosphoribosyltransferase activity [GO:0003999]; adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]
Q0PA78	Q0PA78	unreviewed	Q0PA78_CAMJE	Threonine synthase (EC 4.2.3.1)	thrC Cj0812	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	470	pyridoxal phosphate binding [GO:0030170]; threonine synthase activity [GO:0004795]; threonine biosynthetic process [GO:0009088]
Q0P9B2	Q0P9B2	unreviewed	Q0P9B2_CAMJE	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.-)	neuC1 Cj1142	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	371	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; UDP-N-acetylglucosamine 2-epimerase activity [GO:0008761]; UDP-N-acetylglucosamine metabolic process [GO:0006047]
Q0P8Y0	Q0P8Y0	unreviewed	Q0P8Y0_CAMJE	Integral membrane protein	Cj1276c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	268	plasma membrane [GO:0005886]; cell division [GO:0051301]
Q0PC28	Q0PC28	unreviewed	Q0PC28_CAMJE	MotA/TolQ/ExbB proton channel family protein	exbB3 Cj0109	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	184	plasma membrane [GO:0005886]; protein transport [GO:0015031]
P0C634	P0C634	reviewed	QUEC_CAMJE	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC Cj0016	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	224	ATP binding [GO:0005524]; ligase activity, forming carbon-nitrogen bonds [GO:0016879]; zinc ion binding [GO:0008270]; queuosine biosynthetic process [GO:0008616]
Q0P8S8	Q0P8S8	unreviewed	Q0P8S8_CAMJE	Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein	Cj1330	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	301	nucleotide binding [GO:0000166]
Q0P9L5	Q0P9L5	unreviewed	Q0P9L5_CAMJE	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	pycA Cj1037c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	481	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]
Q0PB19	Q0PB19	unreviewed	Q0PB19_CAMJE	Exporting protein	Cj0494	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	49	
Q0PA40	Q0PA40	unreviewed	Q0PA40_CAMJE	MFS (Major Facilitator Superfamily) transport protein	Cj0850c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	395	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]
Q0PAE8	Q0PAE8	unreviewed	Q0PAE8_CAMJE	ABC transport system permease	Cj0731	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	259	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
Q0PAM4	Q0PAM4	unreviewed	Q0PAM4_CAMJE	TatD-related deoxyribonuclease protein	Cj0644	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	271	DNA nuclease activity [GO:0004536]
Q0P8V2	Q0P8V2	unreviewed	Q0P8V2_CAMJE	DUF2920 family protein	Cj1305c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	405	
Q0P7Y9	Q0P7Y9	unreviewed	Q0P7Y9_CAMJE	NifU protein homolog	Cj1639	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	90	iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]; iron-sulfur cluster assembly [GO:0016226]
Q0PAU4	Q0PAU4	unreviewed	Q0PAU4_CAMJE	GatB/Yqey family protein	Cj0573	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	147	carbon-nitrogen ligase activity, with glutamine as amido-N-donor [GO:0016884]
Q0PBZ3	Q0PBZ3	unreviewed	Q0PBZ3_CAMJE	Methyl-accepting chemotaxis signal transduction protein	Cj0144	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	659	plasma membrane [GO:0005886]; signal transduction [GO:0007165]
Q0P9W9	Q0P9W9	unreviewed	Q0P9W9_CAMJE	Ribosome-binding ATPase YchF	ychF Cj0930	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	367	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; ribosomal large subunit binding [GO:0043023]
Q0P7Y1	Q0P7Y1	unreviewed	Q0P7Y1_CAMJE	ABC transport system ATP-binding protein	iamA Cj1647	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	240	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
Q0PBB6	Q0PBB6	reviewed	COAX_CAMJE	Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)	coaX Cj0394c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	209	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; pantothenate kinase activity [GO:0004594]; coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310]
Q9PHY1	Q9PHY1	reviewed	SUCC_CAMJE	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Cj0533	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	387	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; tricarboxylic acid cycle [GO:0006099]
Q9PM64	Q9PM64	reviewed	RS20_CAMJE	Small ribosomal subunit protein bS20 (30S ribosomal protein S20)	rpsT Cj1611	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	87	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q0PA65	Q0PA65	unreviewed	Q0PA65_CAMJE	Processing peptidase	Cj0825	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	258	membrane [GO:0016020]
Q0P8A9	Q0P8A9	unreviewed	Q0P8A9_CAMJE	Formate dehydrogenase, cytochrom B subunit (EC 1.2.1.2)	fdhC Cj1509c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	310	formate dehydrogenase complex [GO:0009326]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; formate dehydrogenase (NAD+) activity [GO:0008863]; metal ion binding [GO:0046872]; respiratory electron transport chain [GO:0022904]
Q0P7R7	Q0P7R7	unreviewed	Q0P7R7_CAMJE	Small hydrophobic protein	Cj1714	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	32	membrane [GO:0016020]
Q0P8J5	Q0P8J5	unreviewed	Q0P8J5_CAMJE	Methyltransferase	Cj1419c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	253	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]
Q9PIM5	Q9PIM5	reviewed	Y270_CAMJE	Probable tautomerase Cj0270 (EC 5.3.2.-)	Cj0270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	68	isomerase activity [GO:0016853]; cellular aromatic compound metabolic process [GO:0006725]
Q9PI58	Q9PI58	reviewed	RL28_CAMJE	Large ribosomal subunit protein bL28 (50S ribosomal protein L28)	rpmB Cj0450c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	64	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q0PC37	Q0PC37	unreviewed	Q0PC37_CAMJE	ParA family protein	Cj0100	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	261	
Q0P7Y4	Q0P7Y4	unreviewed	Q0P7Y4_CAMJE	Geranyltranstransferase (EC 2.5.1.10)	ispA Cj1644	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	281	geranyltranstransferase activity [GO:0004337]; isoprenoid biosynthetic process [GO:0008299]
Q0P8R2	Q0P8R2	unreviewed	Q0P8R2_CAMJE	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	cdsA Cj1347c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	241	membrane [GO:0016020]; phosphatidate cytidylyltransferase activity [GO:0004605]; CDP-diacylglycerol biosynthetic process [GO:0016024]
Q0P8T3	Q0P8T3	unreviewed	Q0P8T3_CAMJE	N-acetyl sugar amidotransferase	Cj1324	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	373	
Q9PHZ3	Q9PHZ3	reviewed	HTPG_CAMJE	Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)	htpG Cj0518	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	608	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]
Q9PN27	Q9PN27	reviewed	SYY_CAMJE	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS Cj1271c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	401	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; RNA binding [GO:0003723]; tyrosine-tRNA ligase activity [GO:0004831]; tyrosyl-tRNA aminoacylation [GO:0006437]
Q0PBB1	Q0PBB1	unreviewed	Q0PBB1_CAMJE	Colicin V production protein homolog	Cj0399	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	187	membrane [GO:0016020]; toxin biosynthetic process [GO:0009403]
Q0P879	Q0P879	unreviewed	Q0P879_CAMJE	Transcriptional regulator	Cj1546	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	115	
Q0P826	Q0P826	unreviewed	Q0P826_CAMJE	HTH HARE-type domain-containing protein	Cj1602	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	318	regulation of DNA-templated transcription [GO:0006355]
P45493	P45493	reviewed	HIPO_CAMJE	Hippurate hydrolase (EC 3.5.1.32) (Benzoylglycine amidohydrolase) (Hippuricase)	hipO Cj0985c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	383	hippurate hydrolase activity [GO:0047980]
Q0PAR3	Q0PAR3	unreviewed	Q0PAR3_CAMJE	ADP/GDP-polyphosphate phosphotransferase (EC 2.7.4.-) (Polyphosphate kinase PPK2)	Cj0604	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	293	polyphosphate kinase activity [GO:0008976]; phosphorylation [GO:0016310]
Q0PAW4	Q0PAW4	unreviewed	Q0PAW4_CAMJE	Membrane protein	Cj0552	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	230	membrane [GO:0016020]
